TIGR01958	PE_Scaf8449_0.8
TIGR00231	PE_Scaf9044_0.9
TIGR01967	PE_Scaf10196_6.4
TIGR02962	PE_Scaf10815_0.11
TIGR02962	PE_Scaf10815_0.11
TIGR02917	PE_Scaf9605_1.5
TIGR02969	PE_Scaf2998_0.7
TIGR00478	PE_Scaf9891_1.2
TIGR03903	PE_Scaf7369_10.2
TIGR03903	PE_Scaf8477_6.5
TIGR00917	PE_Scaf2716_0.1
TIGR00917	PE_Scaf2716_0.1
TIGR00917	PE_Scaf2716_0.1
TIGR00917	PE_Scaf2716_0.1
TIGR00511	PE_Scaf7701_3.19
TIGR00845	PE_Scaf1399_9.8
TIGR00845	PE_Scaf1399_9.8
TIGR00868	PE_Scaf5847_0.3
TIGR00231	PE_Scaf6191_4.10
TIGR00231	PE_Scaf6191_4.10
TIGR00127	PE_Scaf5317_4.15
TIGR00868	PE_Scaf9052_1.3
TIGR00868	PE_Scaf9052_1.3
TIGR03173	PE_Scaf4614_1.6
TIGR03173	PE_Scaf4614_1.6
TIGR00251	PE_Scaf1501_2.1
TIGR01430	PE_Scaf9792_4.12
TIGR00653	PE_Scaf7463_1.3
TIGR00653	PE_Scaf7463_1.3
TIGR03105	PE_Scaf7463_1.3
TIGR00071	PE_Scaf2783_4.3
TIGR03903	PE_Scaf9104_1.4
TIGR00894	PE_Scaf7283_8.5
TIGR00860	PE_Scaf1382_0.1
TIGR03670	PE_Scaf5557_3.14
TIGR01259	PE_Scaf2764_4.11
TIGR01259	PE_Scaf2764_4.11
TIGR00717	PE_Scaf2764_4.11
TIGR00717	PE_Scaf2764_4.11
TIGR00717	PE_Scaf2764_4.11
TIGR03591	PE_Scaf2764_4.11
TIGR03026	PE_Scaf11912_0.7
TIGR00958	PE_Scaf5586_0.1
TIGR00813	PE_Scaf9989_1.2
TIGR00870	PE_Scaf8642_5.12
TIGR00870	PE_Scaf8642_5.12
TIGR00870	PE_Scaf8642_5.12
TIGR00870	PE_Scaf8642_5.12
TIGR00776	PE_Scaf5291_1.2
TIGR00776	PE_Scaf5291_1.2
TIGR00776	PE_Scaf5291_1.2
TIGR03208	PE_Scaf1371_0.3
TIGR03208	PE_Scaf1371_0.3
TIGR02372	PE_Scaf1371_0.3
TIGR01832	PE_Scaf4360_2.2
TIGR00892	PE_Scaf4468_11.3
TIGR00892	PE_Scaf4468_11.3
TIGR00711	PE_Scaf4468_11.3
TIGR00892	PE_Scaf12500_20.4
TIGR03598	PE_Scaf3040_2.5
TIGR00231	PE_Scaf11148_7.12
TIGR03385	PE_Scaf12585_1.6
TIGR03385	PE_Scaf12585_1.6
TIGR03452	PE_Scaf12585_1.6
TIGR02377	PE_Scaf12585_1.6
TIGR02377	PE_Scaf12585_1.6
TIGR00446	PE_Scaf6980_2.5
TIGR03208	PE_Scaf8257_7.10
TIGR01986	PE_Scaf5802_4.8
TIGR01137	PE_Scaf4046_1.3
TIGR01137	PE_Scaf4046_1.3
TIGR01137	PE_Scaf4046_1.3
TIGR00307	PE_Scaf9123_1.24
TIGR02280	PE_Scaf5424_2.8
TIGR02280	PE_Scaf5424_2.8
TIGR03210	PE_Scaf5424_2.8
TIGR00785	PE_Scaf10309_3.3
TIGR00785	PE_Scaf10309_3.3
TIGR00785	PE_Scaf10309_3.3
TIGR00337	PE_Scaf8064_0.1
TIGR00080	PE_Scaf3896_8.2
TIGR00080	PE_Scaf3896_8.2
TIGR00080	PE_Scaf3896_8.2
TIGR02349	PE_Scaf7053_0.2
TIGR02969	PE_Scaf9078_0.8
TIGR02168	PE_Scaf3950_6.4
TIGR00892	PE_Scaf10196_7.5
TIGR00892	PE_Scaf10196_7.5
TIGR00598	PE_Scaf11470_0.5
TIGR01444	PE_Scaf279_3.0
TIGR02180	PE_Scaf9113_0.10
TIGR01934	PE_Scaf2065_5.6
TIGR01934	PE_Scaf2065_5.6
TIGR03351	PE_Scaf9891_1.22
TIGR03351	PE_Scaf9891_1.22
TIGR02253	PE_Scaf9891_1.22
TIGR01549	PE_Scaf9891_1.22
TIGR01548	PE_Scaf9891_1.22
TIGR01488	PE_Scaf9891_1.22
TIGR00457	PE_Scaf4874_15.10
TIGR02232	PE_Scaf5598_0.5
TIGR02232	PE_Scaf5598_0.5
TIGR02232	PE_Scaf5598_0.5
TIGR02232	PE_Scaf5598_0.5
TIGR02232	PE_Scaf5598_0.5
TIGR01622	PE_Scaf8094_2.19
TIGR00813	PE_Scaf12208_6.9
TIGR00813	PE_Scaf12208_6.9
TIGR01049	PE_Scaf1986_0.7
TIGR00239	PE_Scaf6858_1.6
TIGR01106	PE_Scaf381_2.5
TIGR00989	PE_Scaf1608_0.6
TIGR00989	PE_Scaf1608_0.6
TIGR01315	PE_Scaf10305_3.3
TIGR00877	PE_Scaf983_5.20
TIGR00878	PE_Scaf983_5.20
TIGR00878	PE_Scaf983_5.20
TIGR00639	PE_Scaf983_5.20
TIGR00639	PE_Scaf983_5.20
TIGR02037	PE_Scaf808_0.5
TIGR02037	PE_Scaf808_0.5
TIGR03903	PE_Scaf5317_4.4
TIGR00859	PE_Scaf1812_0.2
TIGR02000	PE_Scaf12390_2.15
TIGR00805	PE_Scaf3556_5.15
TIGR03548	PE_Scaf954_6.8
TIGR03548	PE_Scaf954_6.8
TIGR03548	PE_Scaf954_6.8
TIGR01628	PE_Scaf995_0.1
TIGR01933	PE_Scaf9830_1.10
TIGR01622	PE_Scaf5557_3.46
TIGR01622	PE_Scaf5557_3.46
TIGR00168	PE_Scaf6154_2.7
TIGR01967	PE_Scaf12622_5.17
TIGR02381	PE_Scaf10304_0.2
TIGR00892	PE_Scaf12500_21.4
TIGR00231	PE_Scaf10541_2.3
TIGR04247	PE_Scaf7902_16.7
TIGR04247	PE_Scaf7902_16.7
TIGR04247	PE_Scaf7902_16.7
TIGR02168	PE_Scaf1562_2.4
TIGR03098	PE_Scaf8257_7.9
TIGR00510	PE_Scaf4272_2.14
TIGR02082	PE_Scaf10753_11.6
TIGR00307	PE_Scaf9123_1.25
TIGR00859	PE_Scaf4497_1.2
TIGR01068	PE_Scaf9690_5.16
TIGR01068	PE_Scaf9690_5.16
TIGR00112	PE_Scaf5910_3.3
TIGR00231	PE_Scaf6047_2.15
TIGR02168	PE_Scaf7524_2.4
TIGR02168	PE_Scaf7524_2.4
TIGR02168	PE_Scaf7524_2.4
TIGR02168	PE_Scaf7524_2.4
TIGR02169	PE_Scaf7524_2.4
TIGR02917	PE_Scaf8064_1.7
TIGR02917	PE_Scaf8064_1.7
TIGR01251	PE_Scaf5966_0.9
TIGR01262	PE_Scaf7053_1.6
TIGR00484	PE_Scaf6246_1.15
TIGR00484	PE_Scaf6246_1.15
TIGR00490	PE_Scaf6246_1.15
TIGR04416	PE_Scaf4959_0.5
TIGR04416	PE_Scaf4959_0.5
TIGR00870	PE_Scaf11787_0.10
TIGR00870	PE_Scaf11787_0.10
TIGR00870	PE_Scaf11787_0.10
TIGR00870	PE_Scaf11787_0.10
TIGR00870	PE_Scaf11787_0.10
TIGR00870	PE_Scaf11787_0.10
TIGR02437	PE_Scaf4194_13.16
TIGR00231	PE_Scaf7677_0.5
TIGR00231	PE_Scaf7677_0.5
TIGR00382	PE_Scaf12427_27.2
TIGR00382	PE_Scaf12427_27.2
TIGR03440	PE_Scaf12357_4.14
TIGR00231	PE_Scaf3836_2.4
TIGR01012	PE_Scaf12047_1.18
TIGR01933	PE_Scaf4335_17.4
TIGR00310	PE_Scaf1608_0.7
TIGR00310	PE_Scaf1608_0.7
TIGR02605	PE_Scaf2115_0.0
TIGR02605	PE_Scaf2115_0.0
TIGR02605	PE_Scaf2115_0.0
TIGR02605	PE_Scaf2115_0.0
TIGR02605	PE_Scaf2115_0.0
TIGR02605	PE_Scaf2115_0.0
TIGR02605	PE_Scaf2115_0.0
TIGR02605	PE_Scaf2115_0.0
TIGR02605	PE_Scaf2115_0.0
TIGR00231	PE_Scaf10305_3.13
TIGR00845	PE_Scaf6571_1.11
TIGR00845	PE_Scaf6571_1.11
TIGR00845	PE_Scaf6571_1.11
TIGR00845	PE_Scaf6571_1.11
TIGR02442	PE_Scaf1601_0.3
TIGR02442	PE_Scaf1601_0.3
TIGR00005	PE_Scaf6238_2.16
TIGR00147	PE_Scaf12081_4.5
TIGR00147	PE_Scaf12081_4.5
TIGR01123	PE_Scaf4542_3.5
TIGR02338	PE_Scaf8479_2.5
TIGR01351	PE_Scaf9689_1.6
TIGR01351	PE_Scaf9689_1.6
TIGR01351	PE_Scaf9689_1.6
TIGR01351	PE_Scaf9689_1.6
TIGR01389	PE_Scaf3228_4.8
TIGR01389	PE_Scaf3228_4.8
TIGR03817	PE_Scaf3228_4.8
TIGR00204	PE_Scaf5297_0.16
TIGR00204	PE_Scaf5297_0.16
TIGR00805	PE_Scaf3556_5.17
TIGR00880	PE_Scaf10657_12.7
TIGR00880	PE_Scaf10657_12.7
TIGR00880	PE_Scaf10657_12.7
TIGR00880	PE_Scaf10657_12.7
TIGR02412	PE_Scaf340_0.4
TIGR00892	PE_Scaf2192_16.4
TIGR00892	PE_Scaf2192_16.4
TIGR00892	PE_Scaf2192_16.4
TIGR04095	PE_Scaf2308_13.3
TIGR04095	PE_Scaf2308_13.3
TIGR00231	PE_Scaf2764_4.21
TIGR01388	PE_Scaf6154_2.6
TIGR01388	PE_Scaf6154_2.6
TIGR01967	PE_Scaf12622_5.18
TIGR00861	PE_Scaf2646_1.4
TIGR00861	PE_Scaf2646_1.4
TIGR03057	PE_Scaf3557_5.0
TIGR03057	PE_Scaf3557_5.0
TIGR03057	PE_Scaf3557_5.0
TIGR03057	PE_Scaf3557_5.0
TIGR03057	PE_Scaf3557_5.0
TIGR03057	PE_Scaf3557_5.0
TIGR00521	PE_Scaf228_0.4
TIGR01804	PE_Scaf8714_6.9
TIGR02288	PE_Scaf8714_6.9
TIGR00707	PE_Scaf1649_2.2
TIGR02666	PE_Scaf229_0.0
TIGR02605	PE_Scaf8881_3.0
TIGR02605	PE_Scaf8881_3.0
TIGR02605	PE_Scaf8881_3.0
TIGR02605	PE_Scaf8881_3.0
TIGR02605	PE_Scaf8881_3.0
TIGR02605	PE_Scaf8881_3.0
TIGR02605	PE_Scaf8881_3.0
TIGR02605	PE_Scaf8881_3.0
TIGR02605	PE_Scaf8881_3.0
TIGR02605	PE_Scaf8881_3.0
TIGR02605	PE_Scaf8881_3.0
TIGR02605	PE_Scaf8881_3.0
TIGR02605	PE_Scaf8881_3.0
TIGR00892	PE_Scaf12500_21.5
TIGR03633	PE_Scaf10029_0.2
TIGR01813	PE_Scaf6980_3.4
TIGR00326	PE_Scaf5827_0.1
TIGR00343	PE_Scaf4750_17.6
TIGR03162	PE_Scaf11154_1.4
TIGR00249	PE_Scaf11154_1.4
TIGR01474	PE_Scaf4272_2.31
TIGR01474	PE_Scaf4272_2.31
TIGR01474	PE_Scaf4272_2.31
TIGR03965	PE_Scaf4046_5.3
TIGR03965	PE_Scaf4046_5.3
TIGR02169	PE_Scaf7324_1.6
TIGR02169	PE_Scaf7324_1.6
TIGR02169	PE_Scaf7324_1.6
TIGR02169	PE_Scaf7324_1.6
TIGR02169	PE_Scaf7324_1.6
TIGR02169	PE_Scaf7324_1.6
TIGR02169	PE_Scaf7324_1.6
TIGR02168	PE_Scaf7324_1.6
TIGR02168	PE_Scaf7324_1.6
TIGR01177	PE_Scaf2156_1.12
TIGR00870	PE_Scaf8541_1.9
TIGR00870	PE_Scaf8541_1.9
TIGR02928	PE_Scaf1952_6.12
TIGR03799	PE_Scaf5577_0.4
TIGR02169	PE_Scaf5169_0.1
TIGR02169	PE_Scaf5169_0.1
TIGR00231	PE_Scaf3896_10.24
TIGR00859	PE_Scaf3423_0.5
TIGR01263	PE_Scaf6030_0.7
TIGR01263	PE_Scaf6030_0.7
TIGR03634	PE_Scaf297_2.11
TIGR03168	PE_Scaf2696_2.9
TIGR03168	PE_Scaf2696_2.9
TIGR00797	PE_Scaf11787_0.13
TIGR04242	PE_Scaf7112_5.0
TIGR04242	PE_Scaf7112_5.0
TIGR04242	PE_Scaf7112_5.0
TIGR03547	PE_Scaf7685_18.1
TIGR03547	PE_Scaf7685_18.1
TIGR03547	PE_Scaf7685_18.1
TIGR03596	PE_Scaf4194_13.11
TIGR03799	PE_Scaf12357_4.6
TIGR01957	PE_Scaf2688_3.19
TIGR01957	PE_Scaf2688_3.19
TIGR01957	PE_Scaf2688_3.19
TIGR03719	PE_Scaf2383_9.5
TIGR03719	PE_Scaf2383_9.5
TIGR01188	PE_Scaf2383_9.5
TIGR03415	PE_Scaf2383_9.5
TIGR00005	PE_Scaf12208_7.6
TIGR03547	PE_Scaf7610_0.5
TIGR03547	PE_Scaf7610_0.5
TIGR03547	PE_Scaf7610_0.5
TIGR03547	PE_Scaf7610_0.5
TIGR03548	PE_Scaf7610_0.5
TIGR01652	PE_Scaf3836_4.5
TIGR01652	PE_Scaf3836_4.5
TIGR00512	PE_Scaf2973_11.4
TIGR03033	PE_Scaf7473_6.1
TIGR02605	PE_Scaf2115_1.0
TIGR02605	PE_Scaf2115_1.0
TIGR02605	PE_Scaf2115_1.0
TIGR02605	PE_Scaf2115_1.0
TIGR02605	PE_Scaf2115_1.0
TIGR02605	PE_Scaf2115_1.0
TIGR02605	PE_Scaf2115_1.0
TIGR02605	PE_Scaf2115_1.0
TIGR02605	PE_Scaf2115_1.0
TIGR02605	PE_Scaf2115_1.0
TIGR01315	PE_Scaf10305_3.5
TIGR02168	PE_Scaf11532_0.4
TIGR02168	PE_Scaf11532_0.4
TIGR03921	PE_Scaf3487_1.7
TIGR03921	PE_Scaf3487_1.7
TIGR00442	PE_Scaf2641_2.10
TIGR00418	PE_Scaf2641_2.10
TIGR00868	PE_Scaf786_2.3
TIGR01293	PE_Scaf4756_18.18
TIGR01293	PE_Scaf4756_18.18
TIGR03547	PE_Scaf1648_0.2
TIGR03547	PE_Scaf1648_0.2
TIGR03547	PE_Scaf1648_0.2
TIGR03547	PE_Scaf1648_0.2
TIGR02495	PE_Scaf12140_1.1
TIGR01013	PE_Scaf6370_0.7
TIGR01101	PE_Scaf8222_1.17
TIGR04239	PE_Scaf1206_1.6
TIGR03902	PE_Scaf1206_1.6
TIGR00805	PE_Scaf3556_5.16
TIGR01070	PE_Scaf10657_13.9
TIGR01130	PE_Scaf573_3.9
TIGR01130	PE_Scaf573_3.9
TIGR03903	PE_Scaf1821_3.7
TIGR01733	PE_Scaf9172_0.3
TIGR04416	PE_Scaf201_1.13
TIGR01963	PE_Scaf9104_2.5
TIGR00357	PE_Scaf2192_17.5
TIGR03788	PE_Scaf10324_0.4
TIGR00861	PE_Scaf2646_1.7
TIGR00861	PE_Scaf2646_1.7
TIGR00859	PE_Scaf3557_7.6
TIGR03081	PE_Scaf228_1.4
TIGR04241	PE_Scaf7500_0.3
TIGR04241	PE_Scaf7500_0.3
TIGR04241	PE_Scaf7500_0.3
TIGR04241	PE_Scaf7500_0.3
TIGR04241	PE_Scaf7500_0.3
TIGR04241	PE_Scaf7500_0.3
TIGR00813	PE_Scaf12307_0.6
TIGR00813	PE_Scaf12307_0.6
TIGR02119	PE_Scaf12307_0.6
TIGR03548	PE_Scaf7253_3.18
TIGR03548	PE_Scaf7253_3.18
TIGR03548	PE_Scaf7253_3.18
TIGR03547	PE_Scaf7253_3.18
TIGR02168	PE_Scaf7380_0.0
TIGR02168	PE_Scaf7380_0.0
TIGR02316	PE_Scaf271_6.8
TIGR01117	PE_Scaf11615_4.4
TIGR01933	PE_Scaf3040_8.1
TIGR03896	PE_Scaf10541_3.9
TIGR03896	PE_Scaf10541_3.9
TIGR02203	PE_Scaf11213_2.4
TIGR00958	PE_Scaf11213_2.4
TIGR00955	PE_Scaf11213_2.4
TIGR00528	PE_Scaf6980_4.6
TIGR02352	PE_Scaf6980_4.6
TIGR02352	PE_Scaf6980_4.6
TIGR01425	PE_Scaf6997_4.3
TIGR01425	PE_Scaf6997_4.3
TIGR00959	PE_Scaf6997_4.3
TIGR03499	PE_Scaf6997_4.3
TIGR01970	PE_Scaf669_0.1
TIGR01970	PE_Scaf669_0.1
TIGR00643	PE_Scaf3157_2.15
TIGR00643	PE_Scaf3157_2.15
TIGR04121	PE_Scaf3157_2.15
TIGR01068	PE_Scaf1994_4.15
TIGR01068	PE_Scaf1994_4.15
TIGR03417	PE_Scaf4458_0.3
TIGR03417	PE_Scaf4458_0.3
TIGR03417	PE_Scaf4458_0.3
TIGR03417	PE_Scaf4458_0.3
TIGR00027	PE_Scaf6732_2.1
TIGR00027	PE_Scaf6732_2.1
TIGR00860	PE_Scaf8541_2.0
TIGR00860	PE_Scaf8541_2.0
TIGR03799	PE_Scaf5577_2.3
TIGR03903	PE_Scaf5169_1.3
TIGR03903	PE_Scaf8064_2.7
TIGR03724	PE_Scaf8064_2.7
TIGR03388	PE_Scaf6528_0.10
TIGR03388	PE_Scaf6528_0.10
TIGR03388	PE_Scaf6528_0.10
TIGR04211	PE_Scaf454_0.5
TIGR04211	PE_Scaf454_0.5
TIGR00892	PE_Scaf8217_4.13
TIGR00892	PE_Scaf8217_4.13
TIGR01389	PE_Scaf2654_3.6
TIGR01389	PE_Scaf2654_3.6
TIGR01389	PE_Scaf2654_3.6
TIGR04121	PE_Scaf2654_3.6
TIGR00859	PE_Scaf3423_0.3
TIGR00859	PE_Scaf3423_0.3
TIGR00761	PE_Scaf7122_4.9
TIGR02917	PE_Scaf1633_1.1
TIGR02917	PE_Scaf1633_1.1
TIGR02917	PE_Scaf1633_1.1
TIGR02552	PE_Scaf1633_1.1
TIGR02521	PE_Scaf1633_1.1
TIGR01622	PE_Scaf9149_0.8
TIGR01622	PE_Scaf9149_0.8
TIGR01622	PE_Scaf9149_0.8
TIGR01628	PE_Scaf9149_0.8
TIGR00892	PE_Scaf3655_0.7
TIGR02152	PE_Scaf2696_2.17
TIGR00859	PE_Scaf10196_10.4
TIGR02469	PE_Scaf8991_10.12
TIGR02469	PE_Scaf8991_10.12
TIGR01983	PE_Scaf8991_10.12
TIGR00859	PE_Scaf2874_0.5
TIGR03242	PE_Scaf4671_10.14
TIGR03242	PE_Scaf4671_10.14
TIGR03242	PE_Scaf4671_10.14
TIGR03242	PE_Scaf4671_10.14
TIGR00376	PE_Scaf12427_29.4
TIGR00376	PE_Scaf12427_29.4
TIGR00530	PE_Scaf7063_2.2
TIGR00958	PE_Scaf9965_4.0
TIGR00958	PE_Scaf9965_4.0
TIGR02324	PE_Scaf9965_4.0
TIGR00990	PE_Scaf4335_17.5
TIGR00990	PE_Scaf4335_17.5
TIGR00990	PE_Scaf4335_17.5
TIGR02009	PE_Scaf3687_12.16
TIGR01622	PE_Scaf8047_2.2
TIGR01622	PE_Scaf8047_2.2
TIGR01622	PE_Scaf8047_2.2
TIGR03205	PE_Scaf381_5.11
TIGR02335	PE_Scaf6120_1.6
TIGR02335	PE_Scaf6120_1.6
TIGR00147	PE_Scaf1947_0.4
TIGR00147	PE_Scaf1947_0.4
TIGR02605	PE_Scaf2115_1.2
TIGR02605	PE_Scaf2115_1.2
TIGR02605	PE_Scaf2115_1.2
TIGR02605	PE_Scaf2115_1.2
TIGR02605	PE_Scaf2115_1.2
TIGR02605	PE_Scaf2115_1.2
TIGR02605	PE_Scaf2115_1.2
TIGR02605	PE_Scaf2115_1.2
TIGR02605	PE_Scaf2115_1.2
TIGR02605	PE_Scaf2115_1.2
TIGR02605	PE_Scaf2115_1.2
TIGR02605	PE_Scaf2115_1.2
TIGR02605	PE_Scaf2115_1.2
TIGR04104	PE_Scaf2115_1.2
TIGR04104	PE_Scaf2115_1.2
TIGR00862	PE_Scaf3487_1.14
TIGR00862	PE_Scaf3487_1.14
TIGR01458	PE_Scaf20_12.11
TIGR02244	PE_Scaf808_2.4
TIGR00898	PE_Scaf786_8.3
TIGR01642	PE_Scaf10780_0.5
TIGR03903	PE_Scaf6900_2.7
TIGR03903	PE_Scaf6900_2.7
TIGR01096	PE_Scaf1623_0.13
TIGR01096	PE_Scaf1623_0.13
TIGR03866	PE_Scaf7516_1.11
TIGR03866	PE_Scaf7516_1.11
TIGR03866	PE_Scaf7516_1.11
TIGR01013	PE_Scaf6370_0.6
TIGR01830	PE_Scaf3455_1.7
TIGR01832	PE_Scaf3455_1.7
TIGR00805	PE_Scaf1206_2.4
TIGR00446	PE_Scaf11247_0.5
TIGR00859	PE_Scaf11196_0.5
TIGR00859	PE_Scaf11196_0.5
TIGR02521	PE_Scaf2192_17.4
TIGR02521	PE_Scaf2192_17.4
TIGR00865	PE_Scaf10324_1.8
TIGR03547	PE_Scaf11912_2.3
TIGR03547	PE_Scaf11912_2.3
TIGR03547	PE_Scaf11912_2.3
TIGR03548	PE_Scaf11912_2.3
TIGR00958	PE_Scaf5478_0.1
TIGR00958	PE_Scaf5478_0.1
TIGR03873	PE_Scaf5478_0.1
TIGR02770	PE_Scaf5478_0.1
TIGR02169	PE_Scaf3370_0.3
TIGR02169	PE_Scaf3370_0.3
TIGR01159	PE_Scaf7281_0.7
TIGR00418	PE_Scaf8179_1.8
TIGR03354	PE_Scaf228_1.5
TIGR03354	PE_Scaf228_1.5
TIGR03354	PE_Scaf228_1.5
TIGR01034	PE_Scaf1649_4.6
TIGR03388	PE_Scaf5738_0.2
TIGR01096	PE_Scaf9368_5.5
TIGR00088	PE_Scaf8881_6.10
TIGR00088	PE_Scaf8881_6.10
TIGR00088	PE_Scaf8881_6.10
TIGR00088	PE_Scaf8881_6.10
TIGR00088	PE_Scaf8881_6.10
TIGR00088	PE_Scaf8881_6.10
TIGR00088	PE_Scaf8881_6.10
TIGR00088	PE_Scaf8881_6.10
TIGR01821	PE_Scaf1515_2.22
TIGR00990	PE_Scaf2310_16.12
TIGR00990	PE_Scaf2310_16.12
TIGR00990	PE_Scaf2310_16.12
TIGR00990	PE_Scaf2310_16.12
TIGR00990	PE_Scaf2310_16.12
TIGR02521	PE_Scaf2310_16.12
TIGR02521	PE_Scaf2310_16.12
TIGR01804	PE_Scaf3992_19.6
TIGR01804	PE_Scaf3992_19.6
TIGR01804	PE_Scaf3992_19.6
TIGR01804	PE_Scaf3992_19.6
TIGR01804	PE_Scaf3992_19.6
TIGR01804	PE_Scaf3992_19.6
TIGR00870	PE_Scaf8562_0.3
TIGR00870	PE_Scaf8562_0.3
TIGR00338	PE_Scaf12101_2.4
TIGR03333	PE_Scaf12101_2.4
TIGR01327	PE_Scaf11087_9.13
TIGR02349	PE_Scaf10375_0.5
TIGR00560	PE_Scaf10974_2.14
TIGR03800	PE_Scaf4750_17.23
TIGR03800	PE_Scaf4750_17.23
TIGR00813	PE_Scaf464_0.3
TIGR00813	PE_Scaf464_0.3
TIGR03417	PE_Scaf4458_1.4
TIGR03417	PE_Scaf4458_1.4
TIGR03417	PE_Scaf4458_1.4
TIGR00980	PE_Scaf4497_2.7
TIGR00980	PE_Scaf4497_2.7
TIGR00958	PE_Scaf7806_0.4
TIGR01780	PE_Scaf11502_0.4
TIGR00860	PE_Scaf8541_3.1
TIGR00954	PE_Scaf1952_8.4
TIGR00892	PE_Scaf8217_4.17
TIGR01226	PE_Scaf4748_0.15
TIGR01226	PE_Scaf4748_0.15
TIGR02168	PE_Scaf8706_0.3
TIGR02168	PE_Scaf8706_0.3
TIGR03814	PE_Scaf2696_3.5
TIGR00552	PE_Scaf7274_3.3
TIGR00552	PE_Scaf7274_3.3
TIGR00552	PE_Scaf7274_3.3
TIGR03381	PE_Scaf7685_20.6
TIGR01016	PE_Scaf9483_0.3
TIGR02168	PE_Scaf4874_15.20
TIGR02168	PE_Scaf4874_15.20
TIGR02168	PE_Scaf4874_15.20
TIGR02168	PE_Scaf4874_15.20
TIGR02169	PE_Scaf4874_15.20
TIGR01020	PE_Scaf4430_2.10
TIGR00864	PE_Scaf7063_3.5
TIGR00864	PE_Scaf7063_3.5
TIGR03903	PE_Scaf2232_1.4
TIGR00456	PE_Scaf7610_2.5
TIGR02009	PE_Scaf3687_12.17
TIGR01622	PE_Scaf8047_3.2
TIGR01622	PE_Scaf8047_3.2
TIGR01622	PE_Scaf8047_3.2
TIGR01622	PE_Scaf8047_3.2
TIGR01628	PE_Scaf8047_3.2
TIGR01661	PE_Scaf8047_3.2
TIGR01659	PE_Scaf8047_3.2
TIGR03205	PE_Scaf381_5.13
TIGR02037	PE_Scaf2739_1.6
TIGR02037	PE_Scaf2739_1.6
TIGR02037	PE_Scaf2739_1.6
TIGR02038	PE_Scaf2739_1.6
TIGR00813	PE_Scaf10783_2.2
TIGR01458	PE_Scaf20_12.10
TIGR00859	PE_Scaf11698_0.0
TIGR00446	PE_Scaf11982_0.12
TIGR03548	PE_Scaf1648_1.6
TIGR03548	PE_Scaf1648_1.6
TIGR00231	PE_Scaf3364_1.17
TIGR01075	PE_Scaf2926_1.5
TIGR01075	PE_Scaf2926_1.5
TIGR00813	PE_Scaf1623_0.2
TIGR01663	PE_Scaf6297_8.5
TIGR01663	PE_Scaf6297_8.5
TIGR01662	PE_Scaf6297_8.5
TIGR03903	PE_Scaf1666_0.6
TIGR00233	PE_Scaf11793_1.5
TIGR00805	PE_Scaf5583_1.11
TIGR00231	PE_Scaf9180_0.7
TIGR00174	PE_Scaf3477_4.5
TIGR00174	PE_Scaf3477_4.5
TIGR02917	PE_Scaf6846_1.6
TIGR02917	PE_Scaf6846_1.6
TIGR02521	PE_Scaf6846_1.6
TIGR02168	PE_Scaf3475_3.2
TIGR02168	PE_Scaf3475_3.2
TIGR02168	PE_Scaf3475_3.2
TIGR02168	PE_Scaf3475_3.2
TIGR02204	PE_Scaf5478_0.10
TIGR01189	PE_Scaf5478_0.10
TIGR02262	PE_Scaf4762_0.5
TIGR02729	PE_Scaf5342_2.25
TIGR02729	PE_Scaf5342_2.25
TIGR01229	PE_Scaf6862_0.2
TIGR01034	PE_Scaf1649_4.5
TIGR03903	PE_Scaf4531_4.7
TIGR00570	PE_Scaf11613_1.15
TIGR00570	PE_Scaf11613_1.15
TIGR00860	PE_Scaf1671_2.3
TIGR01146	PE_Scaf8881_6.11
TIGR00530	PE_Scaf1119_6.5
TIGR02352	PE_Scaf2310_16.15
TIGR02352	PE_Scaf2310_16.15
TIGR01240	PE_Scaf3331_16.6
TIGR00231	PE_Scaf3992_22.7
TIGR02721	PE_Scaf9685_5.6
TIGR02721	PE_Scaf9685_5.6
TIGR01116	PE_Scaf12585_12.0
TIGR01116	PE_Scaf12585_12.0
TIGR01116	PE_Scaf12585_12.0
TIGR01116	PE_Scaf12585_12.0
TIGR00099	PE_Scaf12585_12.0
TIGR03903	PE_Scaf7902_18.5
TIGR03724	PE_Scaf7902_18.5
TIGR01327	PE_Scaf11087_10.12
TIGR01405	PE_Scaf11599_5.2
TIGR02917	PE_Scaf9123_2.7
TIGR02917	PE_Scaf9123_2.7
TIGR03939	PE_Scaf9123_2.7
TIGR02521	PE_Scaf9123_2.7
TIGR00860	PE_Scaf8541_3.6
TIGR04074	PE_Scaf10962_3.3
TIGR00870	PE_Scaf6246_1.16
TIGR00870	PE_Scaf6246_1.16
TIGR00870	PE_Scaf6246_1.16
TIGR00431	PE_Scaf3703_2.2
TIGR00431	PE_Scaf3703_2.2
TIGR03903	PE_Scaf12609_0.3
TIGR00635	PE_Scaf8706_0.11
TIGR00635	PE_Scaf8706_0.11
TIGR00635	PE_Scaf8706_0.11
TIGR02397	PE_Scaf8706_0.11
TIGR01243	PE_Scaf8706_0.11
TIGR01243	PE_Scaf8706_0.11
TIGR01242	PE_Scaf8706_0.11
TIGR03903	PE_Scaf1633_2.14
TIGR00805	PE_Scaf9149_2.7
TIGR02917	PE_Scaf7230_3.2
TIGR00898	PE_Scaf3037_0.5
TIGR00499	PE_Scaf4974_0.6
TIGR03547	PE_Scaf7685_20.4
