mRNA	TSS_idx	CpGs_count	CpGoe	callCpGs_count	meth_meancallcov	meth_freq	meth_depth	meth_cov	LTR_boundary
ctg185_pilon:424864..428984	-16	48	1.15323	45	64.44444444	0.02496534222	0.0624134	0.4	start
ctg185_pilon:424864..428984	-17	46	1.15857	43	64.30232558	0.04271895116	0.114807	0.372093	start
ctg185_pilon:424864..428984	-18	31	0.883169	29	61.10344828	0.06138453793	0.127154	0.482759	start
ctg185_pilon:424864..428984	-19	17	0.508882	15	56.13333333	0.08794574667	0.146576	0.6	start
ctg185_pilon:424864..428984	-20	5	0.156211	6	55.16666667	0.3170137333	0.317014	1	start
ctg185_pilon:424864..428984	-21	3	0.0975001	3	57.66666667	0.5729663333	0.572966	1	start
ctg185_pilon:424864..428984	-22	3	0.0911658	3	56	0.3973123333	0.397312	1	start
ctg185_pilon:424864..428984	-23	7	0.205919	7	58.42857143	0.6633232857	0.663323	1	start
ctg185_pilon:424864..428984	-24	12	0.38177	12	59.83333333	0.6812765	0.681277	1	start
ctg185_pilon:424864..428984	-25	13	0.428144	13	63.07692308	0.7568333846	0.756833	1	start
ctg185_pilon:424864..428984	-26	15	0.448477	15	63.06666667	0.6738220667	0.673822	1	start
ctg185_pilon:424864..428984	-27	18	0.48442	18	63.55555556	0.5529260056	0.552926	1	start
ctg185_pilon:424864..428984	-28	15	0.410314	15	63.93333333	0.45127994	0.45128	1	start
ctg185_pilon:424864..428984	-29	12	0.333297	12	65.91666667	0.3811485917	0.381149	1	start
ctg185_pilon:424864..428984	-30	10	0.253932	10	65.2	0.26512431	0.265124	1	start
ctg185_pilon:424864..428984	-31	10	0.251381	10	63.1	0.25847281	0.258473	1	start
ctg185_pilon:424864..428984	-32	6	0.170625	6	61.83333333	0.4001135	0.400114	1	start
ctg185_pilon:424864..428984	-33	6	0.189584	6	60.66666667	0.4643141667	0.464314	1	start
ctg185_pilon:424864..428984	-34	5	0.167369	5	55.4	0.4268862	0.426886	1	start
ctg185_pilon:424864..428984	-35	6	0.218464	6	51.33333333	0.390038	0.390038	1	start
ctg185_pilon:424864..428984	-36	8	0.272252	8	58.5	0.2857284625	0.380971	0.75	start
ctg185_pilon:424864..428984	-37	11	0.352827	11	60	0.2342523909	0.286308	0.818182	start
ctg185_pilon:424864..428984	-38	13	0.384921	13	57.76923077	0.3243425615	0.383314	0.846154	start
ctg185_pilon:424864..428984	-39	13	0.355168	13	57.69230769	0.3354967154	0.396496	0.846154	start
ctg185_pilon:424864..428984	-40	12	0.331274	12	60.41666667	0.3445658583	0.413479	0.833333	start
ctg185_pilon:424864..428984	-41	9	0.270834	9	58.33333333	0.5284932889	0.528493	1	start
ctg185_pilon:424864..428984	-42	10	0.249129	10	57.5	0.5435909	0.543591	1	start
ctg185_pilon:424864..428984	-43	10	0.230062	10	61.4	0.32873223	0.328732	1	start
ctg185_pilon:424864..428984	-44	10	0.241124	10	61.2	0.25943883	0.259439	1	start
ctg185_pilon:424864..428984	-45	12	0.264163	12	60.33333333	0.252030775	0.252031	1	start
ctg185_pilon:424864..428984	-46	15	0.337204	15	64.13333333	0.36093522	0.360935	1	start
ctg185_pilon:424864..428984	-47	11	0.362221	11	65.45454545	0.4039645727	0.403965	1	start
ctg185_pilon:424864..428984	-48	8	0.358272	8	67.625	0.537432375	0.537432	1	start
ctg185_pilon:424864..428984	-49	7	0.396248	7	70	0.5946005714	0.594601	1	start
ctg185_pilon:424864..428984	-50	4	0.58989	4	75.75	0.7897225	0.789723	1	start
ctg1876_pilon:10128..14570	-47	37	1.05441	1	10	0.1	0.1	1	start
ctg1876_pilon:10128..14570	-46	19	0.645522	1	10	0.1	0.1	1	start
ctg1876_pilon:10128..14570	-45	8	0.327928	1	10	0.1	0.1	1	start
ctg1876_pilon:10128..14570	-44	8	0.279434	2	10	0.05	0.1	0.5	start
ctg1876_pilon:10128..14570	-43	12	0.402062	4	10.5	0.025	0.1	0.25	start
ctg1876_pilon:10128..14570	-42	16	0.464556	4	11.75	0.016666675	0.0666667	0.25	start
ctg1876_pilon:10128..14570	-41	21	0.500405	7	11.42857143	0.03549784286	0.0828283	0.428571	start
ctg1876_pilon:10128..14570	-40	21	0.504949	8	11.25	0.0560606125	0.112121	0.5	start
ctg1876_pilon:10128..14570	-39	26	0.622483	9	11.55555556	0.07364121111	0.132554	0.555556	start
ctg1876_pilon:10128..14570	-38	24	0.580852	9	12.33333333	0.08058565556	0.120878	0.666667	start
ctg1876_pilon:10128..14570	-37	18	0.431373	10	12.4	0.07919372	0.13199	0.6	start
ctg1876_pilon:10128..14570	-36	14	0.376478	9	13	0.067791	0.15253	0.444444	start
ctg1876_pilon:10128..14570	-35	16	0.445149	11	14.90909091	0.05387805455	0.118532	0.454545	start
ctg1876_pilon:10128..14570	-34	10	0.286328	10	16.3	0.04218509	0.0843702	0.5	start
ctg1876_pilon:10128..14570	-33	9	0.238498	9	16.66666667	0.03992787778	0.0898377	0.444444	start
ctg1876_pilon:10128..14570	-32	7	0.206971	7	17.42857143	0.03228827143	0.0753393	0.428571	start
ctg1876_pilon:10128..14570	-31	6	0.200782	6	18.83333333	0.04747356667	0.0712104	0.666667	start
ctg1876_pilon:10128..14570	-30	4	0.135161	4	19.5	0.05966645	0.0795553	0.75	start
ctg1876_pilon:10128..14570	-29	6	0.219069	6	18.66666667	0.0845515	0.126827	0.666667	start
ctg1876_pilon:10128..14570	-28	5	0.193243	5	19.2	0.1014618	0.126827	0.8	start
ctg1876_pilon:10128..14570	-27	6	0.21698	6	18.83333333	0.143375	0.17205	0.833333	start
ctg1876_pilon:10128..14570	-26	8	0.282052	8	19	0.1126783125	0.150238	0.75	start
ctg1876_pilon:10128..14570	-25	8	0.281368	8	19.25	0.1112578125	0.148344	0.75	start
ctg1876_pilon:10128..14570	-24	10	0.328402	10	25.2	0.07383576	0.10548	0.7	start
ctg1876_pilon:10128..14570	-23	10	0.344484	10	25.2	0.07383576	0.10548	0.7	start
ctg1876_pilon:10128..14570	-22	14	0.473446	14	31.21428571	0.0567425	0.0794395	0.714286	start
ctg1876_pilon:10128..14570	-21	12	0.431699	12	34.91666667	0.06005923333	0.080079	0.75	start
ctg1876_pilon:10128..14570	-20	21	0.698326	21	39.23809524	0.04630161905	0.0810278	0.571429	start
ctg1876_pilon:10128..14570	-19	23	0.801358	23	42.91304348	0.04720992174	0.0835252	0.565217	start
ctg1876_pilon:10128..14570	-18	38	1.17405	37	46.24324324	0.03352624865	0.0826981	0.405405	start
ctg1876_pilon:10128..14570	-17	47	1.35692	46	48.39130435	0.02543648043	0.0615831	0.413043	start
ctg1876_pilon:10128..14570	-16	57	1.38673	56	50.05357143	0.02585165536	0.0689377	0.375	start
ctg1876_pilon:10128..14570	-15	50	1.16817	49	51.46938776	0.02538836531	0.0622015	0.408163	start
ctg1876_pilon:10128..14570	-14	46	1.03425	44	52.52272727	0.02432424773	0.0594593	0.409091	start
ctg1876_pilon:10128..14570	-13	37	0.852798	36	52.38888889	0.03840606111	0.0727694	0.527778	start
ctg1876_pilon:10128..14570	-12	27	0.644652	26	52.80769231	0.04284883462	0.0795764	0.538462	start
ctg1876_pilon:10128..14570	-11	22	0.492442	21	50.57142857	0.05952699048	0.0781292	0.761905	start
ctg1876_pilon:10128..14570	-10	24	0.542181	23	51.39130435	0.0518895913	0.0745913	0.695652	start
ctg1876_pilon:10128..14570	-9	24	0.516024	24	49.70833333	0.05734274167	0.0809545	0.708333	start
ctg1876_pilon:10128..14570	-8	21	0.471852	21	50.33333333	0.05406274286	0.0667834	0.809524	start
ctg1876_pilon:10128..14570	-7	19	0.47644	19	48.94736842	0.06943926842	0.0824591	0.842105	start
ctg1876_pilon:10128..14570	-6	16	0.471753	16	48.625	0.07872375625	0.08997	0.875	start
ctg1876_pilon:10128..14570	-5	15	0.461461	15	47.4	0.09041234	0.0904123	1	start
ctg1876_pilon:10128..14570	-4	12	0.512149	12	49.41666667	0.08943934167	0.0894393	1	start
ctg1876_pilon:10128..14570	-3	9	0.559939	9	47.77777778	0.09413177778	0.0941318	1	start
ctg1876_pilon:10128..14570	-2	7	0.608238	7	50.42857143	0.08473152857	0.0847315	1	start
ctg1876_pilon:10128..14570	-1	4	0.622307	4	50.25	0.0532398	0.0532398	1	start
ctg1876_pilon:10128..14570	1	30	0.767639	29	58.55172414	0.1798482897	0.179848	1	start
ctg1876_pilon:10128..14570	23	30	0.767639	29	58.55172414	0.1798482897	0.179848	1	end
ctg1876_pilon:10128..14570	22	26	0.766102	25	62.44	0.219474504	0.219475	1	end
ctg1876_pilon:10128..14570	2	26	0.766102	25	62.44	0.219474504	0.219475	1	start
ctg1876_pilon:10128..14570	21	24	0.765535	24	62.75	0.234846725	0.234847	1	end
ctg1876_pilon:10128..14570	3	24	0.765535	24	62.75	0.234846725	0.234847	1	start
ctg1876_pilon:10128..14570	20	21	0.756914	20	60.7	0.24092697	0.240927	1	end
ctg1876_pilon:10128..14570	4	21	0.756914	20	60.7	0.24092697	0.240927	1	start
ctg1876_pilon:10128..14570	19	29	0.942501	26	62.53846154	0.2363394769	0.236339	1	end
ctg1876_pilon:10128..14570	5	29	0.942501	26	62.53846154	0.2363394769	0.236339	1	start
ctg1876_pilon:10128..14570	18	32	0.937596	29	63.24137931	0.2342426207	0.234243	1	end
ctg1876_pilon:10128..14570	6	32	0.937596	29	63.24137931	0.2342426207	0.234243	1	start
ctg1876_pilon:10128..14570	17	30	0.857021	27	64.18518519	0.2237971852	0.223797	1	end
ctg1876_pilon:10128..14570	7	30	0.857021	27	64.18518519	0.2237971852	0.223797	1	start
ctg1876_pilon:10128..14570	16	31	0.91343	28	65.57142857	0.2330087214	0.233009	1	end
ctg1876_pilon:10128..14570	8	31	0.91343	28	65.57142857	0.2330087214	0.233009	1	start
ctg1876_pilon:10128..14570	15	30	0.935049	28	65.92857143	0.2352560786	0.235256	1	end
ctg1876_pilon:10128..14570	9	30	0.935049	28	65.92857143	0.2352560786	0.235256	1	start
ctg1876_pilon:10128..14570	10	31	0.874656	30	65.56666667	0.2089831067	0.208983	1	start
ctg1876_pilon:10128..14570	14	31	0.874656	30	65.56666667	0.2089831067	0.208983	1	end
ctg1876_pilon:10128..14570	11	32	0.793599	31	67.32258065	0.2026997161	0.2027	1	start
ctg1876_pilon:10128..14570	13	32	0.793599	31	67.32258065	0.2026997161	0.2027	1	end
ctg1876_pilon:10128..14570	12	40	0.88887	38	67.89473684	0.1865014342	0.186501	1	start
ctg1876_pilon:10128..14570	12	40	0.88887	38	67.89473684	0.1865014342	0.186501	1	end
ctg1876_pilon:10128..14570	11	45	0.84544	42	67.97619048	0.1374271143	0.155998	0.880952	end
ctg1876_pilon:10128..14570	13	45	0.84544	42	67.97619048	0.1374271143	0.155998	0.880952	start
ctg1876_pilon:10128..14570	10	56	0.942324	53	67.64150943	0.1287376377	0.142148	0.90566	end
ctg1876_pilon:10128..14570	14	56	0.942324	53	67.64150943	0.1287376377	0.142148	0.90566	start
ctg1876_pilon:10128..14570	15	61	1.02239	57	64.54385965	0.1173985895	0.128687	0.912281	start
ctg1876_pilon:10128..14570	9	61	1.02239	57	64.54385965	0.1173985895	0.128687	0.912281	end
ctg1876_pilon:10128..14570	16	58	1.07766	54	62.72222222	0.107964237	0.118981	0.907407	start
ctg1876_pilon:10128..14570	8	58	1.07766	54	62.72222222	0.107964237	0.118981	0.907407	end
ctg1876_pilon:10128..14570	17	56	1.00833	52	59.78846154	0.1166530096	0.129063	0.903846	start
ctg1876_pilon:10128..14570	7	56	1.00833	52	59.78846154	0.1166530096	0.129063	0.903846	end
ctg1876_pilon:10128..14570	18	47	0.949755	44	58.34090909	0.1426612955	0.142661	1	start
ctg1876_pilon:10128..14570	6	47	0.949755	44	58.34090909	0.1426612955	0.142661	1	end
ctg1876_pilon:10128..14570	19	34	0.858923	31	55.29032258	0.1455043226	0.145504	1	start
ctg1876_pilon:10128..14570	5	34	0.858923	31	55.29032258	0.1455043226	0.145504	1	end
ctg1876_pilon:10128..14570	20	18	0.629345	17	57.70588235	0.1826527765	0.182653	1	start
ctg1876_pilon:10128..14570	4	18	0.629345	17	57.70588235	0.1826527765	0.182653	1	end
ctg1876_pilon:10128..14570	21	13	0.622461	12	59.33333333	0.2012728333	0.201273	1	start
ctg1876_pilon:10128..14570	3	13	0.622461	12	59.33333333	0.2012728333	0.201273	1	end
ctg1876_pilon:10128..14570	22	3	0.356609	3	63.33333333	0.185998	0.185998	1	start
ctg1876_pilon:10128..14570	2	3	0.356609	3	63.33333333	0.185998	0.185998	1	end
ctg1876_pilon:10128..14570	-1	43	1.21282	42	50.92857143	0.01830973095	0.0452358	0.404762	end
ctg1876_pilon:10128..14570	-2	42	1.31279	41	49.65853659	0.02201027073	0.0530836	0.414634	end
ctg1876_pilon:10128..14570	-3	51	1.46859	50	49.94	0.015488892	0.0516296	0.3	end
ctg1876_pilon:10128..14570	-4	49	1.37346	48	48.89583333	0.0244359375	0.0586462	0.416667	end
ctg1876_pilon:10128..14570	-5	40	1.20219	39	47.02564103	0.03194452564	0.0655703	0.487179	end
ctg1876_pilon:10128..14570	-6	37	1.13332	36	45.5	0.03572680278	0.0756568	0.472222	end
ctg1876_pilon:10128..14570	-7	40	0.98147	39	47.30769231	0.0311517359	0.0714657	0.435897	end
ctg1876_pilon:10128..14570	-8	29	0.702423	28	46.21428571	0.04338991786	0.0714657	0.607143	end
ctg1876_pilon:10128..14570	-9	21	0.476862	20	47.55	0.034939515	0.0635264	0.55	end
ctg1876_pilon:10128..14570	-10	11	0.237824	10	48.2	0.03791715	0.0758343	0.5	end
ctg1876_pilon:10128..14570	-11	5	0.103598	5	56	0.01878224	0.0469556	0.4	end
ctg1876_pilon:10128..14570	-13	4	0.0819989	4	49.75	0.0355653	0.0474204	0.75	end
ctg1876_pilon:10128..14570	-14	13	0.268022	13	53.30769231	0.02917340769	0.0421394	0.692308	end
ctg1876_pilon:10128..14570	-15	20	0.429099	19	51.42105263	0.0261527	0.0496901	0.526316	end
ctg1876_pilon:10128..14570	-16	31	0.679388	30	50.06666667	0.02895653333	0.0620497	0.466667	end
ctg1876_pilon:10128..14570	-17	37	0.856704	36	49.77777778	0.02603906389	0.0585879	0.444444	end
ctg1876_pilon:10128..14570	-18	40	1.04076	38	50.63157895	0.0298072	0.0629263	0.473684	end
ctg1876_pilon:10128..14570	-19	35	0.899534	33	50.21212121	0.03189438182	0.0657822	0.484848	end
ctg1876_pilon:10128..14570	-20	38	0.843715	37	50.62162162	0.03400399459	0.0599118	0.567568	end
ctg1876_pilon:10128..14570	-21	31	0.748132	30	51.93333333	0.03293766333	0.0494065	0.666667	end
ctg1876_pilon:10128..14570	-22	29	0.653498	29	52.44827586	0.04303053793	0.0594231	0.724138	end
ctg1876_pilon:10128..14570	-23	31	0.640634	30	52.56666667	0.03644396	0.0520628	0.7	end
ctg1876_pilon:10128..14570	-24	32	0.72294	31	51.51612903	0.03646905161	0.056527	0.645161	end
ctg1876_pilon:10128..14570	-25	34	0.849916	33	51.87878788	0.03767924545	0.0592102	0.636364	end
ctg1876_pilon:10128..14570	-26	32	0.767271	31	51.25806452	0.04370483871	0.0677425	0.645161	end
ctg1876_pilon:10128..14570	-27	27	0.711238	27	51.59259259	0.03801422222	0.0603755	0.62963	end
ctg1876_pilon:10128..14570	-28	19	0.557677	19	49.94736842	0.04439064737	0.0702852	0.631579	end
ctg1876_pilon:10128..14570	-29	16	0.453442	16	49.5625	0.0474392625	0.0690026	0.6875	end
ctg1876_pilon:10128..14570	-30	11	0.32662	11	48.63636364	0.08155879091	0.0897147	0.909091	end
ctg1876_pilon:10128..14570	-31	24	0.721962	22	56.5	0.03981849091	0.0730006	0.545455	end
ctg1876_pilon:10128..14570	-32	26	0.850274	24	56.83333333	0.044211325	0.0757908	0.583333	end
ctg1876_pilon:10128..14570	-33	34	1.04598	32	56.1875	0.04639249063	0.0781347	0.59375	end
ctg1876_pilon:10128..14570	-34	47	1.28312	43	58.60465116	0.0470253814	0.0777727	0.604651	end
ctg1876_pilon:10128..14570	-35	46	1.18449	42	58.97619048	0.04122314048	0.0721405	0.571429	end
ctg1876_pilon:10128..14570	-36	36	0.877045	34	57.64705882	0.04818286176	0.0744644	0.647059	end
ctg1876_pilon:10128..14570	-37	38	0.841587	36	57.86111111	0.04790143889	0.0718522	0.666667	end
ctg1876_pilon:10128..14570	-38	35	0.875438	32	59.78125	0.04540217812	0.0631682	0.71875	end
ctg1876_pilon:10128..14570	-39	33	0.941917	32	66.8125	0.02707132187	0.0577522	0.46875	end
ctg1876_pilon:10128..14570	-40	33	1.10154	30	69.63333333	0.02725250333	0.0583982	0.466667	end
ctg1876_pilon:10128..14570	-41	31	1.15237	28	71.96428571	0.03387195357	0.0632276	0.535714	end
ctg1876_pilon:10128..14570	-42	32	1.16205	29	72.13793103	0.04318386207	0.0782707	0.551724	end
ctg1876_pilon:10128..14570	-43	35	1.02143	33	69.39393939	0.1272789758	0.21001	0.606061	end
ctg1876_pilon:10128..14570	-44	23	0.702778	23	63.26086957	0.2149489174	0.23542	0.913043	end
ctg1876_pilon:10128..14570	-45	22	0.680028	22	60.86363636	0.3002727545	0.300273	1	end
ctg1876_pilon:10128..14570	-46	23	0.707573	23	57.86956522	0.3718330783	0.371833	1	end
ctg1876_pilon:10128..14570	-47	18	0.727558	18	56.11111111	0.4431635556	0.443164	1	end
ctg1876_pilon:10128..14570	-48	10	0.674525	10	54.8	0.4877164	0.487716	1	end
ctg1876_pilon:10128..14570	-49	8	0.79564	8	53.375	0.509117375	0.509117	1	end
ctg1876_pilon:10128..14570	-50	4	0.770134	4	49	0.54397925	0.543979	1	end
ctg19_pilon:364306..370281	-45	3	0.078244	1	61	0.442623	0.442623	1	start
ctg19_pilon:364306..370281	-44	5	0.131638	4	61.5	0.51487225	0.514872	1	start
ctg19_pilon:364306..370281	-43	6	0.155596	6	57.33333333	0.608997	0.608997	1	start
ctg19_pilon:364306..370281	-42	19	0.485737	19	58.10526316	0.7569398421	0.75694	1	start
ctg19_pilon:364306..370281	-41	27	0.712513	26	60.30769231	0.7768751538	0.776875	1	start
ctg19_pilon:364306..370281	-40	35	0.99081	34	60.5	0.7396282941	0.739628	1	start
ctg19_pilon:364306..370281	-39	36	0.991254	35	60.51428571	0.7259248	0.725925	1	start
ctg19_pilon:364306..370281	-38	39	0.977956	35	61.71428571	0.7177611143	0.717761	1	start
ctg19_pilon:364306..370281	-37	28	0.644367	24	62.41666667	0.6489475417	0.648948	1	start
ctg19_pilon:364306..370281	-36	20	0.465528	17	60.82352941	0.5739908235	0.573991	1	start
ctg19_pilon:364306..370281	-35	11	0.278056	8	60.5	0.545826625	0.545827	1	start
ctg19_pilon:364306..370281	-34	7	0.214675	4	59.5	0.62243525	0.622435	1	start
ctg19_pilon:364306..370281	-33	2	0.0831051	2	49	0.5904885	0.590488	1	start
ctg19_pilon:364306..370281	-32	10	0.329407	10	28	0.821429	0.821429	1	start
ctg19_pilon:364306..370281	-31	10	0.305929	10	28	0.821429	0.821429	1	start
ctg19_pilon:364306..370281	-30	14	0.387985	14	40.28571429	0.7717012143	0.771701	1	start
ctg19_pilon:364306..370281	-29	15	0.417548	15	42.2	0.7550370667	0.755037	1	start
ctg19_pilon:364306..370281	-28	16	0.476667	16	43.5	0.75447425	0.754474	1	start
ctg19_pilon:364306..370281	-27	9	0.335157	9	64.66666667	0.6838797778	0.68388	1	start
ctg19_pilon:364306..370281	-26	10	0.396201	10	65.2	0.6569204	0.65692	1	start
ctg19_pilon:364306..370281	-25	9	0.313575	9	61.33333333	0.6711187778	0.671119	1	start
ctg19_pilon:364306..370281	-24	9	0.291299	9	61.88888889	0.7047393333	0.704739	1	start
ctg19_pilon:364306..370281	-23	11	0.343686	11	60.63636364	0.6938258182	0.693826	1	start
ctg19_pilon:364306..370281	-22	16	0.58378	13	61.38461538	0.7885380769	0.788538	1	start
ctg19_pilon:364306..370281	-21	21	0.74274	18	61.44444444	0.8523014444	0.852301	1	start
ctg19_pilon:364306..370281	-20	27	0.941708	23	59.65217391	0.892822913	0.892823	1	start
ctg19_pilon:364306..370281	-19	41	1.32497	36	55.47222222	0.8997188611	0.899719	1	start
ctg19_pilon:364306..370281	-18	48	1.50943	43	58.02325581	0.9127518372	0.912752	1	start
ctg19_pilon:364306..370281	-17	47	1.20621	44	57.38636364	0.8840613636	0.884061	1	start
ctg19_pilon:364306..370281	-16	56	1.40144	50	57.32	0.8859929	0.885993	1	start
ctg19_pilon:364306..370281	-15	51	1.13591	46	57.95652174	0.8714874348	0.871487	1	start
ctg19_pilon:364306..370281	-14	37	0.860326	33	61.09090909	0.8429487576	0.842949	1	start
ctg19_pilon:364306..370281	-13	28	0.673589	24	58.08333333	0.8173864583	0.817386	1	start
ctg19_pilon:364306..370281	-12	23	0.526746	20	59.45	0.78366615	0.783666	1	start
ctg19_pilon:364306..370281	-11	12	0.271366	11	57.81818182	0.6215742727	0.621574	1	start
ctg19_pilon:364306..370281	-10	15	0.361111	14	58.64285714	0.5344028571	0.534403	1	start
ctg19_pilon:364306..370281	-9	21	0.504367	20	55.55	0.5507857	0.550786	1	start
ctg19_pilon:364306..370281	-8	25	0.597527	24	57.79166667	0.5348662917	0.534866	1	start
ctg19_pilon:364306..370281	-7	24	0.586066	23	56.82608696	0.5413885217	0.541389	1	start
ctg19_pilon:364306..370281	-6	20	0.565921	20	57.05	0.519114	0.519114	1	start
ctg19_pilon:364306..370281	-5	13	0.398488	13	54.30769231	0.5150220769	0.515022	1	start
ctg19_pilon:364306..370281	-4	6	0.250274	6	61.16666667	0.4588416667	0.458842	1	start
ctg19_pilon:364306..370281	-3	1	0.0565595	1	42	0.238095	0.238095	1	start
ctg19_pilon:364306..370281	1	12	0.383415	12	52.08333333	0.6369362667	0.636936	1	start
ctg19_pilon:364306..370281	30	12	0.383415	12	52.08333333	0.6369362667	0.636936	1	end
ctg19_pilon:364306..370281	29	19	0.517046	19	48	0.6910638526	0.691064	1	end
ctg19_pilon:364306..370281	2	19	0.517046	19	48	0.6910638526	0.691064	1	start
ctg19_pilon:364306..370281	28	30	0.742032	29	49.44827586	0.7602044552	0.760204	1	end
ctg19_pilon:364306..370281	3	30	0.742032	29	49.44827586	0.7602044552	0.760204	1	start
ctg19_pilon:364306..370281	27	32	0.737555	31	48.90322581	0.7802472258	0.780247	1	end
ctg19_pilon:364306..370281	4	32	0.737555	31	48.90322581	0.7802472258	0.780247	1	start
ctg19_pilon:364306..370281	26	30	0.65055	28	48.25	0.8019326786	0.801933	1	end
ctg19_pilon:364306..370281	5	30	0.65055	28	48.25	0.8019326786	0.801933	1	start
ctg19_pilon:364306..370281	25	32	0.658824	30	47.8	0.7663147333	0.766315	1	end
ctg19_pilon:364306..370281	6	32	0.658824	30	47.8	0.7663147333	0.766315	1	start
ctg19_pilon:364306..370281	24	33	0.702039	31	47.90322581	0.7429670968	0.742967	1	end
ctg19_pilon:364306..370281	7	33	0.702039	31	47.90322581	0.7429670968	0.742967	1	start
ctg19_pilon:364306..370281	23	26	0.607404	25	45.96	0.66774436	0.667744	1	end
ctg19_pilon:364306..370281	8	26	0.607404	25	45.96	0.66774436	0.667744	1	start
ctg19_pilon:364306..370281	22	24	0.575619	23	47.13043478	0.6190385217	0.619039	1	end
ctg19_pilon:364306..370281	9	24	0.575619	23	47.13043478	0.6190385217	0.619039	1	start
ctg19_pilon:364306..370281	10	21	0.579091	21	47.14285714	0.5969408571	0.596941	1	start
ctg19_pilon:364306..370281	21	21	0.579091	21	47.14285714	0.5969408571	0.596941	1	end
ctg19_pilon:364306..370281	11	16	0.481685	16	46.5625	0.6126161875	0.612616	1	start
ctg19_pilon:364306..370281	20	16	0.481685	16	46.5625	0.6126161875	0.612616	1	end
ctg19_pilon:364306..370281	12	7	0.254356	7	51.14285714	0.528702	0.528702	1	start
ctg19_pilon:364306..370281	19	7	0.254356	7	51.14285714	0.528702	0.528702	1	end
ctg19_pilon:364306..370281	13	4	0.141145	4	55.5	0.42589225	0.425892	1	start
ctg19_pilon:364306..370281	18	4	0.141145	4	55.5	0.42589225	0.425892	1	end
ctg19_pilon:364306..370281	14	3	0.114339	3	52.66666667	0.588938	0.588938	1	start
ctg19_pilon:364306..370281	17	3	0.114339	3	52.66666667	0.588938	0.588938	1	end
ctg19_pilon:364306..370281	15	7	0.254541	7	52.28571429	0.5937328571	0.593733	1	start
ctg19_pilon:364306..370281	16	7	0.254541	7	52.28571429	0.5937328571	0.593733	1	end
ctg19_pilon:364306..370281	15	12	0.401834	12	54.91666667	0.6910240833	0.691024	1	end
ctg19_pilon:364306..370281	16	12	0.401834	12	54.91666667	0.6910240833	0.691024	1	start
ctg19_pilon:364306..370281	14	18	0.486658	18	52.22222222	0.6781644444	0.678164	1	end
ctg19_pilon:364306..370281	17	18	0.486658	18	52.22222222	0.6781644444	0.678164	1	start
ctg19_pilon:364306..370281	13	29	0.708302	28	54.60714286	0.76735975	0.76736	1	end
ctg19_pilon:364306..370281	18	29	0.708302	28	54.60714286	0.76735975	0.76736	1	start
ctg19_pilon:364306..370281	12	33	0.745532	32	54.71875	0.7885318125	0.788532	1	end
ctg19_pilon:364306..370281	19	33	0.745532	32	54.71875	0.7885318125	0.788532	1	start
ctg19_pilon:364306..370281	11	32	0.700001	30	54.9	0.8191490667	0.819149	1	end
ctg19_pilon:364306..370281	20	32	0.700001	30	54.9	0.8191490667	0.819149	1	start
ctg19_pilon:364306..370281	10	29	0.591681	27	54.22222222	0.7944869259	0.794487	1	end
ctg19_pilon:364306..370281	21	29	0.591681	27	54.22222222	0.7944869259	0.794487	1	start
ctg19_pilon:364306..370281	22	33	0.692081	31	52.5483871	0.7789385806	0.778939	1	start
ctg19_pilon:364306..370281	9	33	0.692081	31	52.5483871	0.7789385806	0.778939	1	end
ctg19_pilon:364306..370281	23	25	0.575685	24	48.08333333	0.6928843333	0.692884	1	start
ctg19_pilon:364306..370281	8	25	0.575685	24	48.08333333	0.6928843333	0.692884	1	end
ctg19_pilon:364306..370281	24	22	0.546046	21	46.19047619	0.6261643333	0.626164	1	start
ctg19_pilon:364306..370281	7	22	0.546046	21	46.19047619	0.6261643333	0.626164	1	end
ctg19_pilon:364306..370281	25	19	0.524749	19	45.57894737	0.6009832105	0.600983	1	start
ctg19_pilon:364306..370281	6	19	0.524749	19	45.57894737	0.6009832105	0.600983	1	end
ctg19_pilon:364306..370281	26	18	0.585845	18	44.44444444	0.5945167778	0.594517	1	start
ctg19_pilon:364306..370281	5	18	0.585845	18	44.44444444	0.5945167778	0.594517	1	end
ctg19_pilon:364306..370281	27	8	0.3867	8	44.25	0.51133525	0.511335	1	start
ctg19_pilon:364306..370281	4	8	0.3867	8	44.25	0.51133525	0.511335	1	end
ctg19_pilon:364306..370281	28	4	0.282098	4	47.5	0.43736025	0.43736	1	start
ctg19_pilon:364306..370281	3	4	0.282098	4	47.5	0.43736025	0.43736	1	end
ctg19_pilon:364306..370281	29	1	0.122223	1	44	0.295455	0.295455	1	start
ctg19_pilon:364306..370281	2	1	0.122223	1	44	0.295455	0.295455	1	end
ctg19_pilon:364306..370281	1	1	0.304285	1	44	0.295455	0.295455	1	end
ctg19_pilon:364306..370281	30	1	0.304285	1	44	0.295455	0.295455	1	start
ctg19_pilon:364306..370281	-1	18	0.490767	18	53.38888889	0.7071048889	0.707105	1	end
ctg19_pilon:364306..370281	-2	29	0.739668	28	57.21428571	0.7782461429	0.778246	1	end
ctg19_pilon:364306..370281	-3	34	0.779792	33	53.81818182	0.7337607273	0.733761	1	end
ctg19_pilon:364306..370281	-4	35	0.773315	34	57.61764706	0.7298331765	0.729833	1	end
ctg19_pilon:364306..370281	-5	39	0.840851	38	57.92105263	0.7291931579	0.729193	1	end
