group	r.squared	i
"Conserved methylation\nacross families"	0.759729942	257
"Contrasting methylation\namongst tubeworms"	0.036339951	257
"Contrasting methylation\nacross families"	0.122428652	258
"Conserved methylation\namongst tubeworms"	0.749099623	258
"Conserved methylation\nacross families"	0.755471748	258
"Contrasting methylation\namongst tubeworms"	0.044459673	258
"Contrasting methylation\nacross families"	0.1303445	259
"Conserved methylation\namongst tubeworms"	0.732802655	259
"Conserved methylation\nacross families"	0.751312516	259
"Contrasting methylation\namongst tubeworms"	0.05033816	259
"Contrasting methylation\nacross families"	0.133730025	260
"Conserved methylation\nacross families"	0.752804771	260
"Conserved methylation\namongst tubeworms"	0.73292365	260
"Contrasting methylation\namongst tubeworms"	0.046187072	260
"Contrasting methylation\nacross families"	0.12854523	261
"Conserved methylation\namongst tubeworms"	0.723525364	261
"Conserved methylation\nacross families"	0.755552841	261
"Contrasting methylation\namongst tubeworms"	0.035483726	261
"Contrasting methylation\nacross families"	0.118943283	262
"Conserved methylation\namongst tubeworms"	0.757340018	262
"Conserved methylation\nacross families"	0.75827179	262
"Contrasting methylation\namongst tubeworms"	0.039791825	262
"Conserved methylation\namongst tubeworms"	0.722706704	263
"Conserved methylation\nacross families"	0.759430825	263
"Contrasting methylation\nacross families"	0.114215847	263
"Contrasting methylation\namongst tubeworms"	0.032825167	263
"Contrasting methylation\nacross families"	0.113072449	264
"Conserved methylation\namongst tubeworms"	0.738427535	264
"Conserved methylation\nacross families"	0.759639812	264
"Contrasting methylation\namongst tubeworms"	0.034363098	264
"Contrasting methylation\nacross families"	0.131664057	265
"Conserved methylation\namongst tubeworms"	0.740311339	265
"Conserved methylation\nacross families"	0.754942567	265
"Contrasting methylation\namongst tubeworms"	0.037160334	265
"Contrasting methylation\nacross families"	0.1274306	266
"Conserved methylation\namongst tubeworms"	0.741786113	266
"Conserved methylation\nacross families"	0.764847095	266
"Contrasting methylation\namongst tubeworms"	0.034752787	266
"Contrasting methylation\nacross families"	0.133655452	267
"Conserved methylation\namongst tubeworms"	0.757750583	267
"Conserved methylation\nacross families"	0.765438253	267
"Contrasting methylation\namongst tubeworms"	0.039400297	267
"Contrasting methylation\nacross families"	0.126297463	268
"Conserved methylation\namongst tubeworms"	0.734857912	268
"Conserved methylation\nacross families"	0.765943377	268
"Contrasting methylation\namongst tubeworms"	0.051422235	268
"Contrasting methylation\nacross families"	0.135547794	269
"Conserved methylation\namongst tubeworms"	0.740778072	269
"Conserved methylation\nacross families"	0.767518567	269
"Contrasting methylation\namongst tubeworms"	0.045398007	269
"Contrasting methylation\nacross families"	0.121764186	270
"Conserved methylation\namongst tubeworms"	0.722229921	270
"Conserved methylation\nacross families"	0.749609894	270
"Contrasting methylation\namongst tubeworms"	0.038716884	270
"Contrasting methylation\nacross families"	0.1402647	271
"Conserved methylation\namongst tubeworms"	0.725949762	271
"Conserved methylation\nacross families"	0.763386301	271
"Contrasting methylation\namongst tubeworms"	0.029327217	271
"Contrasting methylation\nacross families"	0.115792075	272
"Conserved methylation\namongst tubeworms"	0.728196065	272
"Conserved methylation\nacross families"	0.758091706	272
"Contrasting methylation\namongst tubeworms"	0.030720114	272
"Contrasting methylation\nacross families"	0.131791002	273
"Conserved methylation\namongst tubeworms"	0.740124411	273
"Conserved methylation\nacross families"	0.759051087	273
"Contrasting methylation\namongst tubeworms"	0.039157835	273
"Contrasting methylation\nacross families"	0.133179285	274
"Conserved methylation\nacross families"	0.755158995	274
"Conserved methylation\namongst tubeworms"	0.720856823	274
"Contrasting methylation\namongst tubeworms"	0.034199922	274
"Contrasting methylation\nacross families"	0.125718731	275
"Conserved methylation\nacross families"	0.756520707	275
"Conserved methylation\namongst tubeworms"	0.758600308	275
"Contrasting methylation\namongst tubeworms"	0.039176706	275
"Contrasting methylation\nacross families"	0.132302768	276
"Conserved methylation\namongst tubeworms"	0.731528598	276
"Conserved methylation\nacross families"	0.755270277	276
"Contrasting methylation\namongst tubeworms"	0.045598311	276
"Contrasting methylation\nacross families"	0.116785516	277
"Conserved methylation\namongst tubeworms"	0.74750628	277
"Conserved methylation\nacross families"	0.759754378	277
"Contrasting methylation\namongst tubeworms"	0.040208066	277
"Contrasting methylation\nacross families"	0.122784056	278
"Conserved methylation\namongst tubeworms"	0.742682912	278
"Conserved methylation\nacross families"	0.750854835	278
"Contrasting methylation\namongst tubeworms"	0.024839085	278
"Conserved methylation\namongst tubeworms"	0.751981804	279
"Conserved methylation\nacross families"	0.758195564	279
"Contrasting methylation\nacross families"	0.118661731	279
"Contrasting methylation\namongst tubeworms"	0.030702142	279
"Contrasting methylation\nacross families"	0.129242926	280
"Conserved methylation\namongst tubeworms"	0.737893368	280
"Conserved methylation\nacross families"	0.761097845	280
"Contrasting methylation\namongst tubeworms"	0.030027173	280
"Contrasting methylation\nacross families"	0.122956025	281
"Conserved methylation\namongst tubeworms"	0.729486996	281
"Conserved methylation\nacross families"	0.752509316	281
"Contrasting methylation\namongst tubeworms"	0.038209998	281
"Contrasting methylation\nacross families"	0.123167429	282
"Conserved methylation\namongst tubeworms"	0.747909091	282
"Conserved methylation\nacross families"	0.766159537	282
"Contrasting methylation\namongst tubeworms"	0.052151098	282
"Contrasting methylation\nacross families"	0.137734062	283
"Conserved methylation\namongst tubeworms"	0.723361793	283
"Conserved methylation\nacross families"	0.761359163	283
"Contrasting methylation\namongst tubeworms"	0.031877394	283
"Contrasting methylation\nacross families"	0.140029679	284
"Conserved methylation\namongst tubeworms"	0.723518836	284
"Conserved methylation\nacross families"	0.760964104	284
"Contrasting methylation\namongst tubeworms"	0.026696488	284
"Contrasting methylation\nacross families"	0.120764109	285
"Conserved methylation\namongst tubeworms"	0.738672414	285
"Conserved methylation\nacross families"	0.769071256	285
"Contrasting methylation\namongst tubeworms"	0.038319682	285
"Contrasting methylation\nacross families"	0.116787602	286
"Conserved methylation\namongst tubeworms"	0.727712342	286
"Conserved methylation\nacross families"	0.751697546	286
"Contrasting methylation\namongst tubeworms"	0.041888817	286
"Contrasting methylation\nacross families"	0.136714412	287
"Conserved methylation\namongst tubeworms"	0.727408574	287
"Conserved methylation\nacross families"	0.759790683	287
"Contrasting methylation\namongst tubeworms"	0.04698602	287
"Contrasting methylation\nacross families"	0.143161181	288
"Conserved methylation\namongst tubeworms"	0.749313062	288
"Conserved methylation\nacross families"	0.758182024	288
"Contrasting methylation\namongst tubeworms"	0.032928378	288
"Contrasting methylation\nacross families"	0.120918675	289
"Conserved methylation\namongst tubeworms"	0.755282283	289
"Conserved methylation\nacross families"	0.767126511	289
"Contrasting methylation\namongst tubeworms"	0.037177393	289
"Contrasting methylation\nacross families"	0.126706051	290
"Conserved methylation\nacross families"	0.755666091	290
"Conserved methylation\namongst tubeworms"	0.746764593	290
"Contrasting methylation\namongst tubeworms"	0.020718715	290
"Contrasting methylation\nacross families"	0.119586104	291
"Conserved methylation\namongst tubeworms"	0.73235206	291
"Conserved methylation\nacross families"	0.753550714	291
"Contrasting methylation\namongst tubeworms"	0.058967229	291
"Contrasting methylation\nacross families"	0.120102033	292
"Conserved methylation\namongst tubeworms"	0.731528611	292
"Conserved methylation\nacross families"	0.751862802	292
"Contrasting methylation\namongst tubeworms"	0.046074311	292
"Conserved methylation\namongst tubeworms"	0.725876763	293
"Conserved methylation\nacross families"	0.748814846	293
"Contrasting methylation\nacross families"	0.112645859	293
"Contrasting methylation\namongst tubeworms"	0.041920988	293
"Contrasting methylation\nacross families"	0.128172529	294
"Conserved methylation\nacross families"	0.774501192	294
"Conserved methylation\namongst tubeworms"	0.739887662	294
"Contrasting methylation\namongst tubeworms"	0.042447173	294
"Contrasting methylation\nacross families"	0.1094754	295
"Conserved methylation\namongst tubeworms"	0.728257258	295
"Conserved methylation\nacross families"	0.764900857	295
"Contrasting methylation\namongst tubeworms"	0.039505873	295
"Contrasting methylation\nacross families"	0.139583086	296
"Conserved methylation\namongst tubeworms"	0.742422103	296
"Conserved methylation\nacross families"	0.744197882	296
"Contrasting methylation\namongst tubeworms"	0.031911574	296
"Contrasting methylation\nacross families"	0.113417926	297
"Conserved methylation\namongst tubeworms"	0.75239533	297
"Conserved methylation\nacross families"	0.752986985	297
"Contrasting methylation\namongst tubeworms"	0.033292244	297
"Contrasting methylation\nacross families"	0.119361304	298
"Conserved methylation\namongst tubeworms"	0.733763761	298
"Conserved methylation\nacross families"	0.763966626	298
"Contrasting methylation\namongst tubeworms"	0.035628702	298
"Contrasting methylation\nacross families"	0.118574608	299
"Conserved methylation\namongst tubeworms"	0.745350189	299
"Conserved methylation\nacross families"	0.766780685	299
"Contrasting methylation\namongst tubeworms"	0.040931061	299
"Contrasting methylation\nacross families"	0.122311097	300
"Conserved methylation\namongst tubeworms"	0.727451225	300
"Conserved methylation\nacross families"	0.758028582	300
"Contrasting methylation\namongst tubeworms"	0.033300833	300
"Contrasting methylation\nacross families"	0.122784863	301
"Conserved methylation\namongst tubeworms"	0.749617153	301
"Conserved methylation\nacross families"	0.762927395	301
"Contrasting methylation\namongst tubeworms"	0.056950389	301
"Contrasting methylation\nacross families"	0.121876422	302
"Conserved methylation\namongst tubeworms"	0.735531299	302
"Conserved methylation\nacross families"	0.764871087	302
"Contrasting methylation\namongst tubeworms"	0.032197643	302
"Contrasting methylation\nacross families"	0.131239927	303
"Conserved methylation\namongst tubeworms"	0.733051889	303
"Conserved methylation\nacross families"	0.756415537	303
"Contrasting methylation\namongst tubeworms"	0.046630737	303
"Conserved methylation\namongst tubeworms"	0.733740243	304
"Conserved methylation\nacross families"	0.757562526	304
"Contrasting methylation\nacross families"	0.138125539	304
"Contrasting methylation\namongst tubeworms"	0.04145762	304
"Contrasting methylation\nacross families"	0.121897579	305
"Conserved methylation\namongst tubeworms"	0.756531357	305
"Conserved methylation\nacross families"	0.75142635	305
"Contrasting methylation\namongst tubeworms"	0.031360008	305
"Contrasting methylation\nacross families"	0.142577962	306
"Conserved methylation\namongst tubeworms"	0.733833425	306
"Conserved methylation\nacross families"	0.751323204	306
"Contrasting methylation\namongst tubeworms"	0.026145778	306
"Contrasting methylation\nacross families"	0.128435752	307
"Conserved methylation\namongst tubeworms"	0.729977335	307
"Conserved methylation\nacross families"	0.769342187	307
"Contrasting methylation\namongst tubeworms"	0.041286238	307
"Contrasting methylation\nacross families"	0.131643144	308
"Conserved methylation\namongst tubeworms"	0.726352551	308
"Conserved methylation\nacross families"	0.760157124	308
"Contrasting methylation\namongst tubeworms"	0.038818309	308
"Contrasting methylation\nacross families"	0.121667969	309
"Conserved methylation\namongst tubeworms"	0.756241664	309
"Conserved methylation\nacross families"	0.759705375	309
"Contrasting methylation\namongst tubeworms"	0.040207937	309
"Contrasting methylation\nacross families"	0.132115012	310
"Conserved methylation\namongst tubeworms"	0.731033229	310
"Conserved methylation\nacross families"	0.765166266	310
"Contrasting methylation\namongst tubeworms"	0.040122823	310
"Contrasting methylation\nacross families"	0.117888756	311
"Conserved methylation\namongst tubeworms"	0.728719097	311
"Conserved methylation\nacross families"	0.764496929	311
"Contrasting methylation\namongst tubeworms"	0.037238273	311
"Contrasting methylation\nacross families"	0.135259052	312
"Conserved methylation\namongst tubeworms"	0.727916886	312
"Conserved methylation\nacross families"	0.762851257	312
"Contrasting methylation\namongst tubeworms"	0.030400242	312
"Contrasting methylation\nacross families"	0.12779647	313
"Conserved methylation\namongst tubeworms"	0.735571147	313
"Conserved methylation\nacross families"	0.776648173	313
"Contrasting methylation\namongst tubeworms"	0.034491668	313
"Contrasting methylation\nacross families"	0.123045513	314
"Conserved methylation\namongst tubeworms"	0.742812835	314
"Conserved methylation\nacross families"	0.761173722	314
"Contrasting methylation\namongst tubeworms"	0.031341349	314
"Contrasting methylation\nacross families"	0.120034005	315
"Conserved methylation\namongst tubeworms"	0.741300228	315
"Conserved methylation\nacross families"	0.758805409	315
"Contrasting methylation\namongst tubeworms"	0.027715029	315
"Contrasting methylation\nacross families"	0.128014164	316
"Conserved methylation\namongst tubeworms"	0.729237684	316
"Conserved methylation\nacross families"	0.757766839	316
"Contrasting methylation\namongst tubeworms"	0.036674522	316
"Contrasting methylation\nacross families"	0.115815747	317
"Conserved methylation\nacross families"	0.763421241	317
"Conserved methylation\namongst tubeworms"	0.751275437	317
"Contrasting methylation\namongst tubeworms"	0.030321659	317
"Contrasting methylation\nacross families"	0.12061818	318
"Conserved methylation\nacross families"	0.762188705	318
"Conserved methylation\namongst tubeworms"	0.725528149	318
"Contrasting methylation\namongst tubeworms"	0.030198346	318
"Contrasting methylation\nacross families"	0.133949818	319
"Conserved methylation\namongst tubeworms"	0.733341789	319
"Conserved methylation\nacross families"	0.757843906	319
"Contrasting methylation\namongst tubeworms"	0.037866441	319
"Contrasting methylation\nacross families"	0.126187896	320
"Conserved methylation\namongst tubeworms"	0.745204087	320
"Conserved methylation\nacross families"	0.754009841	320
"Contrasting methylation\namongst tubeworms"	0.040747322	320
"Contrasting methylation\nacross families"	0.120786691	321
"Conserved methylation\namongst tubeworms"	0.740559967	321
"Conserved methylation\nacross families"	0.756060013	321
"Contrasting methylation\namongst tubeworms"	0.033190717	321
"Contrasting methylation\nacross families"	0.123742258	322
"Conserved methylation\namongst tubeworms"	0.729186895	322
"Conserved methylation\nacross families"	0.765974758	322
"Contrasting methylation\namongst tubeworms"	0.039701691	322
"Contrasting methylation\nacross families"	0.125526901	323
"Conserved methylation\namongst tubeworms"	0.734469887	323
"Conserved methylation\nacross families"	0.761066118	323
"Contrasting methylation\namongst tubeworms"	0.053493054	323
"Contrasting methylation\nacross families"	0.122944116	324
"Conserved methylation\nacross families"	0.756792949	324
"Conserved methylation\namongst tubeworms"	0.739555244	324
"Contrasting methylation\namongst tubeworms"	0.04616714	324
"Contrasting methylation\nacross families"	0.136173478	325
"Conserved methylation\nacross families"	0.756112071	325
"Conserved methylation\namongst tubeworms"	0.739316851	325
"Contrasting methylation\namongst tubeworms"	0.038373454	325
"Contrasting methylation\nacross families"	0.109637441	326
"Conserved methylation\namongst tubeworms"	0.736881669	326
"Conserved methylation\nacross families"	0.759754389	326
"Contrasting methylation\namongst tubeworms"	0.033788165	326
"Contrasting methylation\nacross families"	0.123174078	327
"Conserved methylation\namongst tubeworms"	0.730628079	327
"Conserved methylation\nacross families"	0.761797022	327
"Contrasting methylation\namongst tubeworms"	0.036033695	327
"Contrasting methylation\nacross families"	0.12498472	328
"Conserved methylation\namongst tubeworms"	0.741708872	328
"Conserved methylation\nacross families"	0.762067195	328
"Contrasting methylation\namongst tubeworms"	0.043948759	328
"Contrasting methylation\nacross families"	0.125734623	329
"Conserved methylation\namongst tubeworms"	0.749211801	329
"Conserved methylation\nacross families"	0.753684362	329
"Contrasting methylation\namongst tubeworms"	0.046064946	329
"Contrasting methylation\nacross families"	0.139652492	330
"Conserved methylation\namongst tubeworms"	0.748142881	330
"Conserved methylation\nacross families"	0.771069998	330
"Contrasting methylation\namongst tubeworms"	0.041648741	330
"Contrasting methylation\nacross families"	0.126425925	331
"Conserved methylation\namongst tubeworms"	0.739078711	331
"Conserved methylation\nacross families"	0.752926764	331
"Contrasting methylation\namongst tubeworms"	0.047097591	331
"Contrasting methylation\nacross families"	0.125285676	332
"Conserved methylation\namongst tubeworms"	0.733377859	332
"Conserved methylation\nacross families"	0.770195644	332
"Contrasting methylation\namongst tubeworms"	0.034777981	332
"Contrasting methylation\nacross families"	0.126970367	333
"Conserved methylation\namongst tubeworms"	0.735677279	333
"Conserved methylation\nacross families"	0.773602322	333
"Contrasting methylation\namongst tubeworms"	0.040566886	333
"Contrasting methylation\nacross families"	0.134640774	334
"Conserved methylation\namongst tubeworms"	0.725241656	334
"Conserved methylation\nacross families"	0.750799956	334
"Contrasting methylation\namongst tubeworms"	0.034972223	334
"Contrasting methylation\nacross families"	0.133997555	335
"Conserved methylation\namongst tubeworms"	0.73766588	335
"Conserved methylation\nacross families"	0.750663393	335
"Contrasting methylation\namongst tubeworms"	0.026239679	335
"Contrasting methylation\nacross families"	0.136759935	336
"Conserved methylation\namongst tubeworms"	0.742450733	336
"Conserved methylation\nacross families"	0.760245129	336
"Contrasting methylation\namongst tubeworms"	0.035523371	336
"Contrasting methylation\nacross families"	0.13182224	337
"Conserved methylation\namongst tubeworms"	0.737530015	337
"Conserved methylation\nacross families"	0.755356571	337
"Contrasting methylation\namongst tubeworms"	0.042634955	337
"Contrasting methylation\nacross families"	0.133899961	338
"Conserved methylation\namongst tubeworms"	0.740388788	338
"Conserved methylation\nacross families"	0.769087678	338
"Contrasting methylation\namongst tubeworms"	0.047612088	338
"Contrasting methylation\nacross families"	0.12344587	339
"Conserved methylation\namongst tubeworms"	0.74646087	339
"Conserved methylation\nacross families"	0.761739398	339
"Contrasting methylation\namongst tubeworms"	0.039742657	339
"Conserved methylation\namongst tubeworms"	0.728594565	340
"Conserved methylation\nacross families"	0.753041961	340
"Contrasting methylation\nacross families"	0.124220135	340
"Contrasting methylation\namongst tubeworms"	0.056761977	340
"Contrasting methylation\nacross families"	0.130800446	341
"Conserved methylation\namongst tubeworms"	0.745273198	341
"Conserved methylation\nacross families"	0.755872427	341
"Contrasting methylation\namongst tubeworms"	0.029367108	341
"Contrasting methylation\nacross families"	0.1205277	342
"Conserved methylation\namongst tubeworms"	0.74723009	342
"Conserved methylation\nacross families"	0.763639885	342
"Contrasting methylation\namongst tubeworms"	0.043206533	342
"Contrasting methylation\nacross families"	0.121423014	343
"Conserved methylation\namongst tubeworms"	0.730929317	343
"Conserved methylation\nacross families"	0.771255941	343
"Contrasting methylation\namongst tubeworms"	0.035260177	343
"Contrasting methylation\nacross families"	0.114666212	344
"Conserved methylation\nacross families"	0.76853253	344
"Conserved methylation\namongst tubeworms"	0.739187695	344
"Contrasting methylation\namongst tubeworms"	0.030862353	344
"Contrasting methylation\nacross families"	0.127698122	345
"Conserved methylation\nacross families"	0.755497575	345
"Conserved methylation\namongst tubeworms"	0.739749408	345
"Contrasting methylation\namongst tubeworms"	0.041710934	345
"Contrasting methylation\nacross families"	0.126732992	346
"Conserved methylation\namongst tubeworms"	0.742737655	346
"Conserved methylation\nacross families"	0.761654275	346
"Contrasting methylation\namongst tubeworms"	0.031485976	346
"Contrasting methylation\nacross families"	0.134127361	347
"Conserved methylation\namongst tubeworms"	0.731601166	347
"Conserved methylation\nacross families"	0.757252816	347
"Contrasting methylation\namongst tubeworms"	0.050291031	347
"Contrasting methylation\nacross families"	0.13572292	348
"Conserved methylation\namongst tubeworms"	0.740863788	348
"Conserved methylation\nacross families"	0.763514843	348
"Contrasting methylation\namongst tubeworms"	0.043513753	348
"Contrasting methylation\nacross families"	0.115588593	349
"Conserved methylation\namongst tubeworms"	0.739838623	349
"Conserved methylation\nacross families"	0.758222139	349
"Contrasting methylation\namongst tubeworms"	0.033261073	349
"Contrasting methylation\nacross families"	0.115661965	350
"Conserved methylation\nacross families"	0.764024157	350
"Conserved methylation\namongst tubeworms"	0.73387588	350
"Contrasting methylation\namongst tubeworms"	0.046142307	350
"Contrasting methylation\nacross families"	0.111768059	351
"Conserved methylation\namongst tubeworms"	0.757210109	351
"Conserved methylation\nacross families"	0.762006339	351
"Contrasting methylation\namongst tubeworms"	0.050400289	351
"Contrasting methylation\nacross families"	0.124974636	352
"Conserved methylation\namongst tubeworms"	0.740873165	352
"Conserved methylation\nacross families"	0.75446213	352
"Contrasting methylation\namongst tubeworms"	0.050180659	352
"Contrasting methylation\nacross families"	0.133795733	353
"Conserved methylation\namongst tubeworms"	0.716968282	353
"Conserved methylation\nacross families"	0.76373281	353
"Contrasting methylation\namongst tubeworms"	0.043863086	353
"Contrasting methylation\nacross families"	0.137608444	354
"Conserved methylation\namongst tubeworms"	0.75086388	354
"Conserved methylation\nacross families"	0.748315423	354
"Contrasting methylation\namongst tubeworms"	0.037247094	354
"Contrasting methylation\nacross families"	0.137970918	355
"Conserved methylation\namongst tubeworms"	0.72917722	355
"Conserved methylation\nacross families"	0.764234959	355
"Contrasting methylation\namongst tubeworms"	0.043994461	355
"Contrasting methylation\nacross families"	0.126453262	356
"Conserved methylation\namongst tubeworms"	0.738655914	356
"Conserved methylation\nacross families"	0.761549124	356
"Contrasting methylation\namongst tubeworms"	0.050721957	356
"Contrasting methylation\nacross families"	0.128949075	357
"Conserved methylation\namongst tubeworms"	0.744632964	357
"Conserved methylation\nacross families"	0.761775945	357
"Contrasting methylation\namongst tubeworms"	0.036859681	357
"Contrasting methylation\nacross families"	0.115493174	358
"Conserved methylation\namongst tubeworms"	0.762130032	358
"Conserved methylation\nacross families"	0.758251727	358
"Contrasting methylation\namongst tubeworms"	0.037313606	358
"Contrasting methylation\nacross families"	0.1204716	359
"Conserved methylation\namongst tubeworms"	0.735375222	359
"Conserved methylation\nacross families"	0.758891431	359
"Contrasting methylation\namongst tubeworms"	0.040741866	359
"Contrasting methylation\nacross families"	0.124094404	360
"Conserved methylation\namongst tubeworms"	0.735222893	360
"Conserved methylation\nacross families"	0.766606353	360
"Contrasting methylation\namongst tubeworms"	0.037477523	360
"Contrasting methylation\nacross families"	0.113176508	361
"Conserved methylation\namongst tubeworms"	0.749619165	361
"Conserved methylation\nacross families"	0.762670286	361
"Contrasting methylation\namongst tubeworms"	0.029410845	361
"Contrasting methylation\nacross families"	0.121772074	362
"Conserved methylation\nacross families"	0.761195138	362
"Conserved methylation\namongst tubeworms"	0.731511736	362
"Contrasting methylation\namongst tubeworms"	0.030226754	362
"Contrasting methylation\nacross families"	0.130242357	363
"Conserved methylation\namongst tubeworms"	0.726648209	363
"Conserved methylation\nacross families"	0.763871343	363
"Contrasting methylation\namongst tubeworms"	0.036234244	363
"Contrasting methylation\nacross families"	0.113329025	364
"Conserved methylation\namongst tubeworms"	0.722237307	364
"Conserved methylation\nacross families"	0.757301442	364
"Contrasting methylation\namongst tubeworms"	0.039026892	364
"Contrasting methylation\nacross families"	0.12949441	365
"Conserved methylation\namongst tubeworms"	0.733986123	365
"Conserved methylation\nacross families"	0.769454669	365
"Contrasting methylation\namongst tubeworms"	0.04058909	365
"Contrasting methylation\nacross families"	0.114028421	366
"Conserved methylation\namongst tubeworms"	0.74378583	366
"Conserved methylation\nacross families"	0.762309946	366
"Contrasting methylation\namongst tubeworms"	0.047070066	366
"Contrasting methylation\nacross families"	0.124511268	367
"Conserved methylation\namongst tubeworms"	0.734500399	367
"Conserved methylation\nacross families"	0.765414842	367
"Contrasting methylation\namongst tubeworms"	0.034513088	367
"Contrasting methylation\nacross families"	0.131033967	368
"Conserved methylation\namongst tubeworms"	0.733055972	368
"Conserved methylation\nacross families"	0.769398042	368
"Contrasting methylation\namongst tubeworms"	0.031620667	368
"Contrasting methylation\nacross families"	0.141897792	369
"Conserved methylation\namongst tubeworms"	0.723881615	369
"Conserved methylation\nacross families"	0.74922357	369
"Contrasting methylation\namongst tubeworms"	0.026483448	369
"Conserved methylation\namongst tubeworms"	0.731057542	370
"Conserved methylation\nacross families"	0.753408492	370
"Contrasting methylation\nacross families"	0.130145402	370
"Contrasting methylation\namongst tubeworms"	0.044800913	370
"Contrasting methylation\nacross families"	0.125772505	371
"Conserved methylation\namongst tubeworms"	0.749524187	371
"Conserved methylation\nacross families"	0.754157636	371
"Contrasting methylation\namongst tubeworms"	0.040588055	371
"Conserved methylation\namongst tubeworms"	0.721340817	372
"Conserved methylation\nacross families"	0.76251569	372
"Contrasting methylation\nacross families"	0.12373987	372
"Contrasting methylation\namongst tubeworms"	0.043300454	372
"Contrasting methylation\nacross families"	0.12326505	373
"Conserved methylation\namongst tubeworms"	0.714881071	373
"Conserved methylation\nacross families"	0.760277977	373
"Contrasting methylation\namongst tubeworms"	0.037427876	373
"Contrasting methylation\nacross families"	0.128009163	374
"Conserved methylation\namongst tubeworms"	0.733665583	374
"Conserved methylation\nacross families"	0.756177038	374
"Contrasting methylation\namongst tubeworms"	0.049243884	374
"Contrasting methylation\nacross families"	0.120160847	375
"Conserved methylation\namongst tubeworms"	0.733395833	375
"Conserved methylation\nacross families"	0.756527892	375
"Contrasting methylation\namongst tubeworms"	0.040391709	375
"Contrasting methylation\nacross families"	0.133741761	376
"Conserved methylation\namongst tubeworms"	0.748271322	376
"Conserved methylation\nacross families"	0.755133921	376
"Contrasting methylation\namongst tubeworms"	0.03068031	376
"Conserved methylation\namongst tubeworms"	0.737574489	377
"Conserved methylation\nacross families"	0.758493878	377
"Contrasting methylation\nacross families"	0.127099844	377
"Contrasting methylation\namongst tubeworms"	0.046468281	377
"Contrasting methylation\nacross families"	0.116710551	378
"Conserved methylation\namongst tubeworms"	0.72533231	378
"Conserved methylation\nacross families"	0.757641043	378
"Contrasting methylation\namongst tubeworms"	0.037196455	378
"Contrasting methylation\nacross families"	0.126127982	379
"Conserved methylation\namongst tubeworms"	0.746473008	379
"Conserved methylation\nacross families"	0.747292151	379
"Contrasting methylation\namongst tubeworms"	0.040325126	379
"Contrasting methylation\nacross families"	0.125429825	380
"Conserved methylation\namongst tubeworms"	0.738447729	380
"Conserved methylation\nacross families"	0.752780482	380
"Contrasting methylation\namongst tubeworms"	0.038495927	380
"Contrasting methylation\nacross families"	0.122424713	381
"Conserved methylation\namongst tubeworms"	0.755263487	381
"Conserved methylation\nacross families"	0.751850983	381
"Contrasting methylation\namongst tubeworms"	0.034827868	381
"Contrasting methylation\nacross families"	0.121315129	382
"Conserved methylation\namongst tubeworms"	0.741748258	382
"Conserved methylation\nacross families"	0.772523952	382
"Contrasting methylation\namongst tubeworms"	0.033581419	382
"Contrasting methylation\nacross families"	0.115929925	383
"Conserved methylation\namongst tubeworms"	0.728008628	383
"Conserved methylation\nacross families"	0.762572476	383
"Contrasting methylation\namongst tubeworms"	0.030494923	383
"Contrasting methylation\nacross families"	0.117388368	384
"Conserved methylation\namongst tubeworms"	0.750579388	384
"Conserved methylation\nacross families"	0.765709724	384
"Contrasting methylation\namongst tubeworms"	0.063677821	384
"Contrasting methylation\nacross families"	0.13551646	385
"Conserved methylation\namongst tubeworms"	0.741448064	385
"Conserved methylation\nacross families"	0.755574744	385
"Contrasting methylation\namongst tubeworms"	0.034338063	385
"Contrasting methylation\nacross families"	0.116827322	386
"Conserved methylation\namongst tubeworms"	0.728211308	386
"Conserved methylation\nacross families"	0.760606393	386
"Contrasting methylation\namongst tubeworms"	0.03334234	386
"Contrasting methylation\nacross families"	0.123614278	387
"Conserved methylation\namongst tubeworms"	0.730181562	387
"Conserved methylation\nacross families"	0.762988375	387
"Contrasting methylation\namongst tubeworms"	0.037821221	387
"Contrasting methylation\nacross families"	0.130749963	388
"Conserved methylation\namongst tubeworms"	0.748037485	388
"Conserved methylation\nacross families"	0.759838317	388
"Contrasting methylation\namongst tubeworms"	0.055399244	388
"Contrasting methylation\nacross families"	0.136381427	389
"Conserved methylation\namongst tubeworms"	0.73440542	389
"Conserved methylation\nacross families"	0.753452931	389
"Contrasting methylation\namongst tubeworms"	0.025739846	389
"Contrasting methylation\nacross families"	0.12801717	390
"Conserved methylation\namongst tubeworms"	0.737133821	390
"Conserved methylation\nacross families"	0.751892017	390
"Contrasting methylation\namongst tubeworms"	0.053104949	390
"Contrasting methylation\nacross families"	0.140286716	391
"Conserved methylation\namongst tubeworms"	0.754386935	391
"Conserved methylation\nacross families"	0.747847299	391
"Contrasting methylation\namongst tubeworms"	0.041750237	391
"Contrasting methylation\nacross families"	0.125416889	392
"Conserved methylation\namongst tubeworms"	0.731519965	392
"Conserved methylation\nacross families"	0.76253714	392
"Contrasting methylation\namongst tubeworms"	0.027394453	392
"Contrasting methylation\nacross families"	0.121893902	393
"Conserved methylation\namongst tubeworms"	0.730209334	393
"Conserved methylation\nacross families"	0.751427834	393
"Contrasting methylation\namongst tubeworms"	0.035785986	393
"Contrasting methylation\nacross families"	0.140813198	394
"Conserved methylation\nacross families"	0.76565131	394
