mean_binary_idx	mRNA
00	maker-ctg1152_pilon-protein2genome-gene-0.20-mRNA-1
00	maker-ctg1152_pilon-protein2genome-gene-0.21-mRNA-1
00	maker-ctg1152_pilon-protein2genome-gene-0.22-mRNA-1
00	maker-ctg1152_pilon-protein2genome-gene-0.23-mRNA-1
11	maker-ctg1153_pilon-augustus-gene-0.33-mRNA-1
00	maker-ctg1153_pilon-protein2genome-gene-0.34-mRNA-1
0NA	maker-ctg1153_pilon-protein2genome-gene-0.36-mRNA-1
00	maker-ctg1153_pilon-protein2genome-gene-0.39-mRNA-1
00	maker-ctg1153_pilon-protein2genome-gene-0.40-mRNA-1
01	maker-ctg1154_pilon-augustus-gene-0.6-mRNA-1
01	maker-ctg1154_pilon-est_gff_est2genome-gene-0.24-mRNA-1
11	maker-ctg1154_pilon-est2genome-gene-0.23-mRNA-1
11	maker-ctg1154_pilon-protein2genome-gene-0.29-mRNA-1
11	maker-ctg1154_pilon-protein2genome-gene-0.33-mRNA-1
11	maker-ctg1154_pilon-protein2genome-gene-0.35-mRNA-1
11	maker-ctg1154_pilon-protein2genome-gene-0.37-mRNA-1
01	maker-ctg1154_pilon-protein2genome-gene-0.38-mRNA-1
11	maker-ctg1155_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg1155_pilon-protein2genome-gene-0.13-mRNA-1
00	maker-ctg1155_pilon-protein2genome-gene-0.14-mRNA-1
00	maker-ctg1155_pilon-protein2genome-gene-0.21-mRNA-1
00	maker-ctg1155_pilon-protein2genome-gene-0.22-mRNA-1
00	maker-ctg1155_pilon-protein2genome-gene-0.25-mRNA-1
00	maker-ctg1155_pilon-protein2genome-gene-0.7-mRNA-1
00	maker-ctg1155_pilon-protein2genome-gene-0.9-mRNA-1
11	maker-ctg1156_pilon-augustus-gene-1.30-mRNA-1
01	maker-ctg1156_pilon-est_gff_est2genome-gene-2.25-mRNA-1
00	maker-ctg1156_pilon-protein2genome-gene-0.0-mRNA-1
11	maker-ctg1156_pilon-protein2genome-gene-0.5-mRNA-1
01	maker-ctg1156_pilon-protein2genome-gene-0.8-mRNA-1
01	maker-ctg1156_pilon-protein2genome-gene-2.11-mRNA-1
00	maker-ctg1156_pilon-protein2genome-gene-2.14-mRNA-1
11	maker-ctg1156_pilon-protein2genome-gene-2.17-mRNA-1
11	maker-ctg1156_pilon-protein2genome-gene-2.21-mRNA-1
01	maker-ctg1156_pilon-protein2genome-gene-2.7-mRNA-1
11	maker-ctg1157_pilon-augustus-gene-0.0-mRNA-1
11	maker-ctg1157_pilon-est_gff_est2genome-gene-0.25-mRNA-1
00	maker-ctg1157_pilon-protein2genome-gene-0.26-mRNA-1
11	maker-ctg1157_pilon-protein2genome-gene-0.27-mRNA-1
00	maker-ctg1157_pilon-protein2genome-gene-0.29-mRNA-1
NA1	maker-ctg1157_pilon-protein2genome-gene-0.30-mRNA-1
11	maker-ctg1158_pilon-augustus-gene-0.71-mRNA-1
11	maker-ctg1158_pilon-augustus-gene-0.78-mRNA-1
11	maker-ctg1158_pilon-est_gff_est2genome-gene-0.70-mRNA-1
00	maker-ctg1158_pilon-protein2genome-gene-0.62-mRNA-1
11	maker-ctg1158_pilon-protein2genome-gene-0.63-mRNA-1
11	maker-ctg1158_pilon-protein2genome-gene-0.64-mRNA-1
00	maker-ctg1158_pilon-protein2genome-gene-0.69-mRNA-1
NA1	maker-ctg1159_pilon-augustus-gene-0.20-mRNA-1
00	maker-ctg1159_pilon-augustus-gene-1.0-mRNA-1
00	maker-ctg1159_pilon-est_gff_est2genome-gene-0.16-mRNA-1
11	maker-ctg1159_pilon-protein2genome-gene-0.17-mRNA-1
00	maker-ctg1159_pilon-protein2genome-gene-0.19-mRNA-1
00	maker-ctg1159_pilon-protein2genome-gene-1.43-mRNA-1
10	maker-ctg1159_pilon-protein2genome-gene-1.47-mRNA-1
00	maker-ctg116_pilon-augustus-gene-2.33-mRNA-1
11	maker-ctg116_pilon-augustus-gene-5.72-mRNA-1
00	maker-ctg116_pilon-protein2genome-gene-0.10-mRNA-1
00	maker-ctg116_pilon-protein2genome-gene-0.11-mRNA-1
01	maker-ctg116_pilon-protein2genome-gene-1.1-mRNA-1
01	maker-ctg116_pilon-protein2genome-gene-2.31-mRNA-1
11	maker-ctg116_pilon-protein2genome-gene-4.16-mRNA-1
11	maker-ctg116_pilon-protein2genome-gene-5.0-mRNA-1
00	maker-ctg116_pilon-protein2genome-gene-5.14-mRNA-1
00	maker-ctg116_pilon-protein2genome-gene-5.15-mRNA-1
11	maker-ctg116_pilon-protein2genome-gene-5.18-mRNA-1
11	maker-ctg116_pilon-protein2genome-gene-5.2-mRNA-1
11	maker-ctg116_pilon-protein2genome-gene-5.28-mRNA-1
00	maker-ctg116_pilon-protein2genome-gene-5.35-mRNA-1
00	maker-ctg116_pilon-protein2genome-gene-5.36-mRNA-1
NA1	maker-ctg116_pilon-protein2genome-gene-5.37-mRNA-1
01	maker-ctg116_pilon-protein2genome-gene-5.8-mRNA-1
00	maker-ctg1160_pilon-est_gff_blastn-gene-0.23-mRNA-1
00	maker-ctg1160_pilon-est_gff_est2genome-gene-0.27-mRNA-1
NA0	maker-ctg1160_pilon-protein2genome-gene-0.45-mRNA-1
11	maker-ctg1160_pilon-protein2genome-gene-0.58-mRNA-1
00	maker-ctg1161_pilon-augustus-gene-0.4-mRNA-1
11	maker-ctg1161_pilon-augustus-gene-0.7-mRNA-1
00	maker-ctg1161_pilon-est_gff_est2genome-gene-0.0-mRNA-1
00	maker-ctg1161_pilon-est_gff_est2genome-gene-0.1-mRNA-1
00	maker-ctg1161_pilon-protein2genome-gene-0.46-mRNA-1
10	maker-ctg1161_pilon-protein2genome-gene-0.50-mRNA-1
11	maker-ctg1161_pilon-protein2genome-gene-0.53-mRNA-1
00	maker-ctg1162_pilon-augustus-gene-1.2-mRNA-1
11	maker-ctg1162_pilon-augustus-gene-1.3-mRNA-1
11	maker-ctg1162_pilon-augustus-gene-1.4-mRNA-1
11	maker-ctg1162_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg1162_pilon-protein2genome-gene-0.3-mRNA-1
11	maker-ctg1162_pilon-protein2genome-gene-1.24-mRNA-1
10	maker-ctg1162_pilon-protein2genome-gene-1.25-mRNA-1
11	maker-ctg1162_pilon-protein2genome-gene-1.31-mRNA-1
00	maker-ctg1163_pilon-protein2genome-gene-0.29-mRNA-1
01	maker-ctg1164_pilon-est_gff_est2genome-gene-0.0-mRNA-1
01	maker-ctg1164_pilon-protein2genome-gene-0.1-mRNA-1
01	maker-ctg1164_pilon-protein2genome-gene-0.10-mRNA-1
11	maker-ctg1164_pilon-protein2genome-gene-0.6-mRNA-1
0NA	maker-ctg1165_pilon-protein2genome-gene-0.11-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-0.20-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-0.23-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-0.24-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-0.25-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-0.27-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-0.31-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-0.32-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-0.33-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-0.36-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-0.41-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-0.45-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-0.46-mRNA-1
NA0	maker-ctg1165_pilon-protein2genome-gene-1.105-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-1.110-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-1.27-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-1.29-mRNA-1
0NA	maker-ctg1165_pilon-protein2genome-gene-1.40-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-1.47-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-1.51-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-1.58-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-1.62-mRNA-1
NA1	maker-ctg1165_pilon-protein2genome-gene-1.66-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-1.74-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-1.93-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-1.94-mRNA-1
0NA	maker-ctg1165_pilon-protein2genome-gene-1.95-mRNA-1
00	maker-ctg1165_pilon-protein2genome-gene-1.97-mRNA-1
10	maker-ctg1166_pilon-protein2genome-gene-0.23-mRNA-1
10	maker-ctg1166_pilon-protein2genome-gene-0.24-mRNA-1
01	maker-ctg1167_pilon-augustus-gene-0.43-mRNA-1
00	maker-ctg1167_pilon-protein2genome-gene-0.26-mRNA-1
00	maker-ctg1167_pilon-protein2genome-gene-0.32-mRNA-1
01	maker-ctg1167_pilon-protein2genome-gene-0.34-mRNA-1
00	maker-ctg1167_pilon-protein2genome-gene-0.36-mRNA-1
01	maker-ctg1168_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg1168_pilon-protein2genome-gene-0.1-mRNA-1
11	maker-ctg1168_pilon-protein2genome-gene-0.3-mRNA-1
11	maker-ctg1169_pilon-augustus-gene-0.36-mRNA-1
11	maker-ctg1169_pilon-est2genome-gene-0.9-mRNA-1
01	maker-ctg1169_pilon-protein2genome-gene-0.2-mRNA-1
00	maker-ctg1169_pilon-protein2genome-gene-0.5-mRNA-1
10	maker-ctg117_pilon-augustus-gene-3.0-mRNA-1
11	maker-ctg117_pilon-augustus-gene-7.37-mRNA-1
00	maker-ctg117_pilon-est_gff_est2genome-gene-1.0-mRNA-1
00	maker-ctg117_pilon-est_gff_est2genome-gene-1.1-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-1.14-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-1.16-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-2.1-mRNA-1
11	maker-ctg117_pilon-protein2genome-gene-3.1-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-3.3-mRNA-1
11	maker-ctg117_pilon-protein2genome-gene-4.1-mRNA-1
11	maker-ctg117_pilon-protein2genome-gene-4.3-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-4.6-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-5.18-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-5.19-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-5.23-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-5.27-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-6.2-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-6.5-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-7.30-mRNA-1
00	maker-ctg117_pilon-protein2genome-gene-7.34-mRNA-1
01	maker-ctg1170_pilon-augustus-gene-0.40-mRNA-1
00	maker-ctg1170_pilon-est_gff_est2genome-gene-0.77-mRNA-1
11	maker-ctg1170_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg1170_pilon-protein2genome-gene-0.17-mRNA-1
11	maker-ctg1170_pilon-protein2genome-gene-0.18-mRNA-1
01	maker-ctg1170_pilon-protein2genome-gene-0.8-mRNA-1
11	maker-ctg1172_pilon-est2genome-gene-0.16-mRNA-1
00	maker-ctg1172_pilon-protein2genome-gene-0.10-mRNA-1
00	maker-ctg1172_pilon-protein2genome-gene-0.12-mRNA-1
01	maker-ctg1172_pilon-protein2genome-gene-0.13-mRNA-1
00	maker-ctg1172_pilon-protein2genome-gene-0.15-mRNA-1
00	maker-ctg1172_pilon-protein2genome-gene-0.6-mRNA-1
00	maker-ctg1172_pilon-protein2genome-gene-0.7-mRNA-1
00	maker-ctg1172_pilon-protein2genome-gene-0.9-mRNA-1
00	maker-ctg1173_pilon-protein2genome-gene-0.10-mRNA-1
11	maker-ctg1173_pilon-protein2genome-gene-0.13-mRNA-1
11	maker-ctg1173_pilon-protein2genome-gene-0.18-mRNA-1
11	maker-ctg1173_pilon-protein2genome-gene-0.6-mRNA-1
01	maker-ctg1174_pilon-protein2genome-gene-0.15-mRNA-1
00	maker-ctg1174_pilon-protein2genome-gene-0.4-mRNA-1
00	maker-ctg1174_pilon-protein2genome-gene-0.6-mRNA-1
00	maker-ctg1174_pilon-protein2genome-gene-0.9-mRNA-1
11	maker-ctg1175_pilon-augustus-gene-1.2-mRNA-1
11	maker-ctg1175_pilon-augustus-gene-1.6-mRNA-1
01	maker-ctg1175_pilon-est_gff_est2genome-gene-1.15-mRNA-1
11	maker-ctg1175_pilon-protein2genome-gene-0.3-mRNA-1
11	maker-ctg1175_pilon-protein2genome-gene-1.20-mRNA-1
11	maker-ctg1175_pilon-protein2genome-gene-1.24-mRNA-1
00	maker-ctg1175_pilon-protein2genome-gene-1.28-mRNA-1
01	maker-ctg1175_pilon-protein2genome-gene-1.49-mRNA-1
00	maker-ctg1176_pilon-protein2genome-gene-0.32-mRNA-1
10	maker-ctg1176_pilon-protein2genome-gene-0.33-mRNA-1
11	maker-ctg1177_pilon-augustus-gene-0.3-mRNA-1
11	maker-ctg1177_pilon-augustus-gene-0.4-mRNA-1
11	maker-ctg1177_pilon-augustus-gene-0.8-mRNA-1
00	maker-ctg1177_pilon-protein2genome-gene-0.40-mRNA-1
00	maker-ctg1177_pilon-protein2genome-gene-0.46-mRNA-1
01	maker-ctg1177_pilon-protein2genome-gene-0.56-mRNA-1
11	maker-ctg1178_pilon-augustus-gene-0.2-mRNA-1
10	maker-ctg1178_pilon-est_gff_est2genome-gene-0.37-mRNA-1
00	maker-ctg1178_pilon-protein2genome-gene-0.9-mRNA-1
00	maker-ctg1179_pilon-est_gff_blastn-gene-0.22-mRNA-1
00	maker-ctg1179_pilon-protein2genome-gene-0.44-mRNA-1
11	maker-ctg1179_pilon-protein2genome-gene-0.64-mRNA-1
10	maker-ctg118_pilon-augustus-gene-0.4-mRNA-1
01	maker-ctg118_pilon-augustus-gene-1.1-mRNA-1
01	maker-ctg118_pilon-augustus-gene-3.24-mRNA-1
11	maker-ctg118_pilon-est_gff_est2genome-gene-3.21-mRNA-1
00	maker-ctg118_pilon-protein2genome-gene-0.22-mRNA-1
01	maker-ctg118_pilon-protein2genome-gene-0.26-mRNA-1
01	maker-ctg118_pilon-protein2genome-gene-1.32-mRNA-1
11	maker-ctg118_pilon-protein2genome-gene-1.36-mRNA-1
11	maker-ctg118_pilon-protein2genome-gene-1.47-mRNA-1
00	maker-ctg118_pilon-protein2genome-gene-1.49-mRNA-1
11	maker-ctg118_pilon-protein2genome-gene-1.50-mRNA-1
01	maker-ctg118_pilon-protein2genome-gene-3.0-mRNA-1
11	maker-ctg118_pilon-protein2genome-gene-3.14-mRNA-1
00	maker-ctg118_pilon-protein2genome-gene-3.19-mRNA-1
01	maker-ctg118_pilon-protein2genome-gene-3.7-mRNA-1
00	maker-ctg118_pilon-protein2genome-gene-4.23-mRNA-1
00	maker-ctg118_pilon-protein2genome-gene-4.24-mRNA-1
00	maker-ctg118_pilon-protein2genome-gene-4.26-mRNA-1
00	maker-ctg118_pilon-protein2genome-gene-5.0-mRNA-1
00	maker-ctg118_pilon-protein2genome-gene-5.1-mRNA-1
00	maker-ctg118_pilon-protein2genome-gene-5.3-mRNA-1
01	maker-ctg118_pilon-protein2genome-gene-5.8-mRNA-1
00	maker-ctg1180_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg1180_pilon-protein2genome-gene-0.1-mRNA-1
00	maker-ctg1181_pilon-protein2genome-gene-0.27-mRNA-1
00	maker-ctg1181_pilon-protein2genome-gene-0.28-mRNA-1
11	maker-ctg1181_pilon-protein2genome-gene-0.30-mRNA-1
00	maker-ctg1181_pilon-protein2genome-gene-0.38-mRNA-1
11	maker-ctg1181_pilon-protein2genome-gene-0.39-mRNA-1
11	maker-ctg1182_pilon-augustus-gene-0.11-mRNA-1
11	maker-ctg1182_pilon-est_gff_est2genome-gene-0.0-mRNA-1
00	maker-ctg1182_pilon-protein2genome-gene-0.5-mRNA-1
00	maker-ctg1182_pilon-protein2genome-gene-0.9-mRNA-1
00	maker-ctg1183_pilon-augustus-gene-0.22-mRNA-1
01	maker-ctg1183_pilon-protein2genome-gene-0.26-mRNA-1
01	maker-ctg1183_pilon-protein2genome-gene-0.31-mRNA-1
00	maker-ctg1183_pilon-protein2genome-gene-0.42-mRNA-1
00	maker-ctg1183_pilon-protein2genome-gene-0.43-mRNA-1
11	maker-ctg1183_pilon-protein2genome-gene-0.46-mRNA-1
NA0	maker-ctg1184_pilon-augustus-gene-1.13-mRNA-1
00	maker-ctg1184_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg1184_pilon-protein2genome-gene-0.2-mRNA-1
00	maker-ctg1184_pilon-protein2genome-gene-0.3-mRNA-1
00	maker-ctg1184_pilon-protein2genome-gene-0.4-mRNA-1
00	maker-ctg1184_pilon-protein2genome-gene-1.14-mRNA-1
00	maker-ctg1185_pilon-est_gff_est2genome-gene-0.128-mRNA-1
00	maker-ctg1185_pilon-est_gff_est2genome-gene-0.140-mRNA-1
00	maker-ctg1185_pilon-protein2genome-gene-0.104-mRNA-1
00	maker-ctg1185_pilon-protein2genome-gene-0.105-mRNA-1
00	maker-ctg1185_pilon-protein2genome-gene-0.112-mRNA-1
00	maker-ctg1185_pilon-protein2genome-gene-0.113-mRNA-1
00	maker-ctg1185_pilon-protein2genome-gene-0.92-mRNA-1
00	maker-ctg1185_pilon-protein2genome-gene-0.99-mRNA-1
01	maker-ctg1186_pilon-augustus-gene-0.26-mRNA-1
10	maker-ctg1186_pilon-est_gff_est2genome-gene-0.19-mRNA-1
11	maker-ctg1186_pilon-est2genome-gene-0.20-mRNA-1
11	maker-ctg1186_pilon-protein2genome-gene-0.28-mRNA-1
00	maker-ctg1186_pilon-protein2genome-gene-0.29-mRNA-1
01	maker-ctg1186_pilon-protein2genome-gene-0.30-mRNA-1
00	maker-ctg1187_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg1188_pilon-protein2genome-gene-0.11-mRNA-1
00	maker-ctg1188_pilon-protein2genome-gene-0.13-mRNA-1
11	maker-ctg1188_pilon-protein2genome-gene-0.14-mRNA-1
00	maker-ctg1188_pilon-protein2genome-gene-0.19-mRNA-1
00	maker-ctg1188_pilon-protein2genome-gene-0.27-mRNA-1
00	maker-ctg1188_pilon-protein2genome-gene-0.29-mRNA-1
00	maker-ctg1189_pilon-augustus-gene-0.60-mRNA-1
00	maker-ctg1189_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg1189_pilon-protein2genome-gene-0.1-mRNA-1
00	maker-ctg1189_pilon-protein2genome-gene-0.5-mRNA-1
00	maker-ctg119_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg119_pilon-augustus-gene-1.5-mRNA-1
11	maker-ctg119_pilon-augustus-gene-1.7-mRNA-1
11	maker-ctg119_pilon-augustus-gene-10.87-mRNA-1
11	maker-ctg119_pilon-augustus-gene-10.89-mRNA-1
01	maker-ctg119_pilon-augustus-gene-2.1-mRNA-1
00	maker-ctg119_pilon-augustus-gene-4.0-mRNA-1
00	maker-ctg119_pilon-augustus-gene-5.0-mRNA-1
01	maker-ctg119_pilon-augustus-gene-7.15-mRNA-1
00	maker-ctg119_pilon-est_gff_est2genome-gene-1.8-mRNA-1
11	maker-ctg119_pilon-est_gff_est2genome-gene-9.27-mRNA-1
01	maker-ctg119_pilon-est2genome-gene-1.9-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-0.4-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-0.7-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-1.12-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-1.21-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-1.24-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-10.12-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-10.19-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-10.28-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-10.3-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-10.33-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-10.5-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-10.9-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-2.16-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-2.3-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-3.33-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-3.36-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-3.44-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-4.17-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-4.18-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-4.19-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-5.1-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-5.3-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-5.4-mRNA-1
0NA	maker-ctg119_pilon-protein2genome-gene-5.6-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-5.9-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-6.24-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-6.25-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-6.27-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-6.28-mRNA-1
00	maker-ctg119_pilon-protein2genome-gene-6.30-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-7.62-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-7.67-mRNA-1
11	maker-ctg119_pilon-protein2genome-gene-7.83-mRNA-1
11	maker-ctg119_pilon-protein2genome-gene-7.90-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-8.15-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-8.21-mRNA-1
11	maker-ctg119_pilon-protein2genome-gene-8.22-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-8.23-mRNA-1
11	maker-ctg119_pilon-protein2genome-gene-8.33-mRNA-1
01	maker-ctg119_pilon-protein2genome-gene-8.48-mRNA-1
11	maker-ctg119_pilon-protein2genome-gene-9.0-mRNA-1
11	maker-ctg119_pilon-protein2genome-gene-9.1-mRNA-1
11	maker-ctg119_pilon-protein2genome-gene-9.6-mRNA-1
11	maker-ctg1190_pilon-augustus-gene-0.22-mRNA-1
11	maker-ctg1191_pilon-est_gff_est2genome-gene-1.15-mRNA-1
00	maker-ctg1191_pilon-protein2genome-gene-0.3-mRNA-1
00	maker-ctg1191_pilon-protein2genome-gene-0.4-mRNA-1
00	maker-ctg1191_pilon-protein2genome-gene-1.16-mRNA-1
01	maker-ctg1191_pilon-protein2genome-gene-2.11-mRNA-1
11	maker-ctg1191_pilon-protein2genome-gene-2.14-mRNA-1
11	maker-ctg1191_pilon-protein2genome-gene-2.8-mRNA-1
11	maker-ctg1192_pilon-protein2genome-gene-0.15-mRNA-1
01	maker-ctg1192_pilon-protein2genome-gene-0.17-mRNA-1
01	maker-ctg1192_pilon-protein2genome-gene-0.4-mRNA-1
00	maker-ctg1192_pilon-protein2genome-gene-0.6-mRNA-1
11	maker-ctg1192_pilon-protein2genome-gene-0.7-mRNA-1
00	maker-ctg1193_pilon-augustus-gene-0.5-mRNA-1
00	maker-ctg1193_pilon-augustus-gene-0.6-mRNA-1
01	maker-ctg1193_pilon-augustus-gene-1.49-mRNA-1
NA0	maker-ctg1193_pilon-protein2genome-gene-0.0-mRNA-1
11	maker-ctg1193_pilon-protein2genome-gene-1.15-mRNA-1
11	maker-ctg1193_pilon-protein2genome-gene-1.2-mRNA-1
01	maker-ctg1193_pilon-protein2genome-gene-1.21-mRNA-1
01	maker-ctg1194_pilon-est_gff_est2genome-gene-0.3-mRNA-1
01	maker-ctg1194_pilon-est2genome-gene-0.0-mRNA-1
11	maker-ctg1194_pilon-est2genome-gene-0.4-mRNA-1
01	maker-ctg1194_pilon-protein2genome-gene-0.14-mRNA-1
00	maker-ctg1194_pilon-protein2genome-gene-0.22-mRNA-1
11	maker-ctg1194_pilon-protein2genome-gene-0.26-mRNA-1
11	maker-ctg1194_pilon-protein2genome-gene-0.29-mRNA-1
01	maker-ctg1194_pilon-protein2genome-gene-0.30-mRNA-1
00	maker-ctg1194_pilon-protein2genome-gene-0.37-mRNA-1
11	maker-ctg1194_pilon-protein2genome-gene-0.9-mRNA-1
00	maker-ctg1195_pilon-augustus-gene-0.10-mRNA-1
11	maker-ctg1195_pilon-protein2genome-gene-0.1-mRNA-1
00	maker-ctg1195_pilon-protein2genome-gene-0.4-mRNA-1
11	maker-ctg1196_pilon-augustus-gene-0.53-mRNA-1
11	maker-ctg1196_pilon-protein2genome-gene-0.0-mRNA-1
11	maker-ctg1196_pilon-protein2genome-gene-0.1-mRNA-1
NA1	maker-ctg1196_pilon-protein2genome-gene-0.21-mRNA-1
00	maker-ctg1196_pilon-protein2genome-gene-0.3-mRNA-1
01	maker-ctg1196_pilon-protein2genome-gene-0.5-mRNA-1
00	maker-ctg1197_pilon-augustus-gene-0.105-mRNA-1
01	maker-ctg1197_pilon-augustus-gene-0.109-mRNA-1
11	maker-ctg1197_pilon-augustus-gene-0.112-mRNA-1
NA1	maker-ctg1197_pilon-est_gff_blastn-gene-0.4-mRNA-1
01	maker-ctg1197_pilon-protein2genome-gene-0.15-mRNA-1
01	maker-ctg1197_pilon-protein2genome-gene-0.20-mRNA-1
01	maker-ctg1197_pilon-protein2genome-gene-0.24-mRNA-1
11	maker-ctg1197_pilon-protein2genome-gene-0.42-mRNA-1
11	maker-ctg1197_pilon-protein2genome-gene-0.53-mRNA-1
01	maker-ctg1198_pilon-protein2genome-gene-0.60-mRNA-1
00	maker-ctg1198_pilon-protein2genome-gene-0.64-mRNA-1
00	maker-ctg1198_pilon-protein2genome-gene-0.65-mRNA-1
1NA	maker-ctg1199_pilon-augustus-gene-2.60-mRNA-1
11	maker-ctg1199_pilon-augustus-gene-2.61-mRNA-1
01	maker-ctg1199_pilon-est_gff_est2genome-gene-2.1-mRNA-1
01	maker-ctg1199_pilon-est2genome-gene-2.2-mRNA-1
01	maker-ctg1199_pilon-est2genome-gene-2.6-mRNA-1
00	maker-ctg1199_pilon-protein2genome-gene-1.0-mRNA-1
00	maker-ctg1199_pilon-protein2genome-gene-1.2-mRNA-1
00	maker-ctg1199_pilon-protein2genome-gene-1.3-mRNA-1
00	maker-ctg1199_pilon-protein2genome-gene-2.18-mRNA-1
01	maker-ctg1199_pilon-protein2genome-gene-2.27-mRNA-1
00	maker-ctg1199_pilon-protein2genome-gene-2.32-mRNA-1
NA1	maker-ctg1199_pilon-protein2genome-gene-2.46-mRNA-1
01	maker-ctg12_pilon-augustus-gene-1.7-mRNA-1
00	maker-ctg12_pilon-augustus-gene-10.5-mRNA-1
00	maker-ctg12_pilon-augustus-gene-2.26-mRNA-1
00	maker-ctg12_pilon-augustus-gene-7.0-mRNA-1
11	maker-ctg12_pilon-augustus-gene-7.3-mRNA-1
11	maker-ctg12_pilon-augustus-gene-7.5-mRNA-1
11	maker-ctg12_pilon-augustus-gene-9.11-mRNA-1
00	maker-ctg12_pilon-est_gff_blastn-gene-5.12-mRNA-1
0NA	maker-ctg12_pilon-est_gff_est2genome-gene-0.15-mRNA-1
10	maker-ctg12_pilon-est_gff_est2genome-gene-1.13-mRNA-1
00	maker-ctg12_pilon-est_gff_est2genome-gene-4.29-mRNA-1
